01 ASTRALIII 1600 0 1000 98 17 .1735
01 ASTRALIII 1600 0 200 98 18 .1837
01 ASTRALIII 1600 0 500 98 15 .1531
01 ASTRALIII 1600 0 50 98 19 .1939
01 ASTRALIII 1600 10 1000 98 10 .102
01 ASTRALIII 1600 10 200 98 17 .1735
01 ASTRALIII 1600 10 500 98 15 .1531
01 ASTRALIII 1600 10 50 98 19 .1939
01 ASTRALIII 1600 20 1000 98 13 .1327
01 ASTRALIII 1600 20 200 98 16 .1633
01 ASTRALIII 1600 20 500 98 9 .0918
01 ASTRALIII 1600 20 50 98 16 .1633
01 ASTRALIII 1600 33 1000 98 10 .102
01 ASTRALIII 1600 33 200 98 14 .1429
01 ASTRALIII 1600 33 500 98 11 .1122
01 ASTRALIII 1600 33 50 98 14 .1429
01 ASTRALIII 1600 3 1000 98 14 .1429
01 ASTRALIII 1600 3 200 98 17 .1735
01 ASTRALIII 1600 3 500 98 14 .1429
01 ASTRALIII 1600 3 50 98 19 .1939
01 ASTRALIII 1600 5 1000 98 14 .1429
01 ASTRALIII 1600 5 200 98 16 .1633
01 ASTRALIII 1600 5 500 98 14 .1429
01 ASTRALIII 1600 5 50 98 19 .1939
01 ASTRALIII 1600 75 1000 98 12 .1224
01 ASTRALIII 1600 75 200 98 15 .1531
01 ASTRALIII 1600 75 500 98 10 .102
01 ASTRALIII 1600 75 50 98 19 .1939
01 ASTRALIII 1600 7 1000 98 14 .1429
01 ASTRALIII 1600 7 200 98 17 .1735
01 ASTRALIII 1600 7 500 98 14 .1429
01 ASTRALIII 1600 7 50 98 19 .1939
01 ASTRALIII 1600 non 1000 98 16 .1633
01 ASTRALIII 1600 non 200 98 19 .1939
01 ASTRALIII 1600 non 500 98 19 .1939
01 ASTRALIII 1600 non 50 98 20 .2041
01 ASTRALIII 200 0 1000 98 21 .2143
01 ASTRALIII 200 0 200 98 20 .2041
01 ASTRALIII 200 0 500 98 17 .1735
01 ASTRALIII 200 0 50 98 23 .2347
01 ASTRALIII 200 10 1000 98 19 .1939
01 ASTRALIII 200 10 200 98 16 .1633
01 ASTRALIII 200 10 500 98 18 .1837
01 ASTRALIII 200 10 50 98 20 .2041
01 ASTRALIII 200 20 1000 98 19 .1939
01 ASTRALIII 200 20 200 98 18 .1837
01 ASTRALIII 200 20 500 98 18 .1837
01 ASTRALIII 200 20 50 98 27 .2755
01 ASTRALIII 200 33 1000 98 20 .2041
01 ASTRALIII 200 33 200 98 20 .2041
01 ASTRALIII 200 33 500 98 19 .1939
01 ASTRALIII 200 33 50 98 26 .2653
01 ASTRALIII 200 3 1000 98 18 .1837
01 ASTRALIII 200 3 200 98 17 .1735
01 ASTRALIII 200 3 500 98 17 .1735
01 ASTRALIII 200 3 50 98 22 .2245
01 ASTRALIII 200 5 1000 98 20 .2041
01 ASTRALIII 200 5 200 98 18 .1837
01 ASTRALIII 200 5 500 98 17 .1735
01 ASTRALIII 200 5 50 98 20 .2041
01 ASTRALIII 200 75 1000 98 21 .2143
01 ASTRALIII 200 75 200 98 25 .2551
01 ASTRALIII 200 75 500 98 27 .2755
01 ASTRALIII 200 75 50 98 35 .3571
01 ASTRALIII 200 7 1000 98 19 .1939
01 ASTRALIII 200 7 200 98 16 .1633
01 ASTRALIII 200 7 500 98 21 .2143
01 ASTRALIII 200 7 50 98 18 .1837
01 ASTRALIII 200 non 1000 98 34 .3469
01 ASTRALIII 200 non 200 98 29 .2959
01 ASTRALIII 200 non 500 98 32 .3265
01 ASTRALIII 200 non 50 98 26 .2653
01 ASTRALIII 400 0 1000 98 19 .1939
01 ASTRALIII 400 0 200 98 20 .2041
01 ASTRALIII 400 0 500 98 17 .1735
01 ASTRALIII 400 0 50 98 26 .2653
01 ASTRALIII 400 10 1000 98 18 .1837
01 ASTRALIII 400 10 200 98 18 .1837
01 ASTRALIII 400 10 500 98 17 .1735
01 ASTRALIII 400 10 50 98 21 .2143
01 ASTRALIII 400 20 1000 98 17 .1735
01 ASTRALIII 400 20 200 98 18 .1837
01 ASTRALIII 400 20 500 98 15 .1531
01 ASTRALIII 400 20 50 98 22 .2245
01 ASTRALIII 400 33 1000 98 17 .1735
01 ASTRALIII 400 33 200 98 18 .1837
01 ASTRALIII 400 33 500 98 16 .1633
01 ASTRALIII 400 33 50 98 23 .2347
01 ASTRALIII 400 3 1000 98 17 .1735
01 ASTRALIII 400 3 200 98 20 .2041
01 ASTRALIII 400 3 500 98 17 .1735
01 ASTRALIII 400 3 50 98 23 .2347
01 ASTRALIII 400 5 1000 98 18 .1837
01 ASTRALIII 400 5 200 98 17 .1735
01 ASTRALIII 400 5 500 98 17 .1735
01 ASTRALIII 400 5 50 98 21 .2143
01 ASTRALIII 400 75 1000 98 18 .1837
01 ASTRALIII 400 75 200 98 23 .2347
01 ASTRALIII 400 75 500 98 22 .2245
01 ASTRALIII 400 75 50 98 22 .2245
01 ASTRALIII 400 7 1000 98 18 .1837
01 ASTRALIII 400 7 200 98 17 .1735
01 ASTRALIII 400 7 500 98 17 .1735
01 ASTRALIII 400 7 50 98 19 .1939
01 ASTRALIII 400 non 1000 98 31 .3163
01 ASTRALIII 400 non 200 98 23 .2347
01 ASTRALIII 400 non 500 98 24 .2449
01 ASTRALIII 400 non 50 98 28 .2857
01 ASTRALIII 800 0 1000 98 16 .1633
01 ASTRALIII 800 0 200 98 20 .2041
01 ASTRALIII 800 0 500 98 17 .1735
01 ASTRALIII 800 0 50 98 21 .2143
01 ASTRALIII 800 10 1000 98 13 .1327
01 ASTRALIII 800 10 200 98 13 .1327
01 ASTRALIII 800 10 500 98 14 .1429
01 ASTRALIII 800 10 50 98 19 .1939
01 ASTRALIII 800 20 1000 98 14 .1429
01 ASTRALIII 800 20 200 98 10 .102
01 ASTRALIII 800 20 500 98 14 .1429
01 ASTRALIII 800 20 50 98 18 .1837
01 ASTRALIII 800 33 1000 98 14 .1429
01 ASTRALIII 800 33 200 98 17 .1735
01 ASTRALIII 800 33 500 98 16 .1633
01 ASTRALIII 800 33 50 98 14 .1429
01 ASTRALIII 800 3 1000 98 16 .1633
01 ASTRALIII 800 3 200 98 14 .1429
01 ASTRALIII 800 3 500 98 13 .1327
01 ASTRALIII 800 3 50 98 19 .1939
01 ASTRALIII 800 5 1000 98 13 .1327
01 ASTRALIII 800 5 200 98 14 .1429
01 ASTRALIII 800 5 500 98 15 .1531
01 ASTRALIII 800 5 50 98 19 .1939
01 ASTRALIII 800 75 1000 98 12 .1224
01 ASTRALIII 800 75 200 98 20 .2041
01 ASTRALIII 800 75 500 98 13 .1327
01 ASTRALIII 800 75 50 98 22 .2245
01 ASTRALIII 800 7 1000 98 15 .1531
01 ASTRALIII 800 7 200 98 14 .1429
01 ASTRALIII 800 7 500 98 15 .1531
01 ASTRALIII 800 7 50 98 19 .1939
01 ASTRALIII 800 non 1000 98 20 .2041
01 ASTRALIII 800 non 200 98 22 .2245
01 ASTRALIII 800 non 500 98 19 .1939
01 ASTRALIII 800 non 50 98 23 .2347
02 ASTRALIII 1600 0 1000 98 2 .0204
02 ASTRALIII 1600 0 200 98 3 .0306
02 ASTRALIII 1600 0 500 98 4 .0408
02 ASTRALIII 1600 0 50 98 2 .0204
02 ASTRALIII 1600 10 1000 98 2 .0204
02 ASTRALIII 1600 10 200 98 3 .0306
02 ASTRALIII 1600 10 500 98 2 .0204
02 ASTRALIII 1600 10 50 98 2 .0204
02 ASTRALIII 1600 20 1000 98 2 .0204
02 ASTRALIII 1600 20 200 98 3 .0306
02 ASTRALIII 1600 20 500 98 2 .0204
02 ASTRALIII 1600 20 50 98 3 .0306
02 ASTRALIII 1600 33 1000 98 2 .0204
02 ASTRALIII 1600 33 200 98 3 .0306
02 ASTRALIII 1600 33 500 98 3 .0306
02 ASTRALIII 1600 33 50 98 1 .0102
02 ASTRALIII 1600 3 1000 98 2 .0204
02 ASTRALIII 1600 3 200 98 2 .0204
02 ASTRALIII 1600 3 500 98 2 .0204
02 ASTRALIII 1600 3 50 98 2 .0204
02 ASTRALIII 1600 5 1000 98 2 .0204
02 ASTRALIII 1600 5 200 98 2 .0204
02 ASTRALIII 1600 5 500 98 2 .0204
02 ASTRALIII 1600 5 50 98 3 .0306
02 ASTRALIII 1600 75 1000 98 3 .0306
02 ASTRALIII 1600 75 200 98 4 .0408
02 ASTRALIII 1600 75 500 98 3 .0306
02 ASTRALIII 1600 75 50 98 4 .0408
02 ASTRALIII 1600 7 1000 98 2 .0204
02 ASTRALIII 1600 7 200 98 3 .0306
02 ASTRALIII 1600 7 500 98 2 .0204
02 ASTRALIII 1600 7 50 98 2 .0204
02 ASTRALIII 1600 non 1000 98 2 .0204
02 ASTRALIII 1600 non 200 98 3 .0306
02 ASTRALIII 1600 non 500 98 4 .0408
02 ASTRALIII 1600 non 50 98 3 .0306
02 ASTRALIII 200 0 1000 98 7 .0714
02 ASTRALIII 200 0 200 98 7 .0714
02 ASTRALIII 200 0 500 98 7 .0714
02 ASTRALIII 200 0 50 98 9 .0918
02 ASTRALIII 200 10 1000 98 6 .0612
02 ASTRALIII 200 10 200 98 7 .0714
02 ASTRALIII 200 10 500 98 7 .0714
02 ASTRALIII 200 10 50 98 9 .0918
02 ASTRALIII 200 20 1000 98 6 .0612
02 ASTRALIII 200 20 200 98 7 .0714
02 ASTRALIII 200 20 500 98 7 .0714
02 ASTRALIII 200 20 50 98 9 .0918
02 ASTRALIII 200 33 1000 98 6 .0612
02 ASTRALIII 200 33 200 98 7 .0714
02 ASTRALIII 200 33 500 98 8 .0816
02 ASTRALIII 200 33 50 98 11 .1122
02 ASTRALIII 200 3 1000 98 7 .0714
02 ASTRALIII 200 3 200 98 6 .0612
02 ASTRALIII 200 3 500 98 7 .0714
02 ASTRALIII 200 3 50 98 11 .1122
02 ASTRALIII 200 5 1000 98 7 .0714
02 ASTRALIII 200 5 200 98 8 .0816
02 ASTRALIII 200 5 500 98 7 .0714
02 ASTRALIII 200 5 50 98 12 .1224
02 ASTRALIII 200 75 1000 98 9 .0918
02 ASTRALIII 200 75 200 98 21 .2143
02 ASTRALIII 200 75 500 98 14 .1429
02 ASTRALIII 200 75 50 98 24 .2449
02 ASTRALIII 200 7 1000 98 6 .0612
02 ASTRALIII 200 7 200 98 7 .0714
02 ASTRALIII 200 7 500 98 7 .0714
02 ASTRALIII 200 7 50 98 10 .102
02 ASTRALIII 200 non 1000 98 6 .0612
02 ASTRALIII 200 non 200 98 7 .0714
02 ASTRALIII 200 non 500 98 7 .0714
02 ASTRALIII 200 non 50 98 9 .0918
02 ASTRALIII 400 0 1000 98 7 .0714
02 ASTRALIII 400 0 200 98 5 .051
02 ASTRALIII 400 0 500 98 5 .051
02 ASTRALIII 400 0 50 98 7 .0714
02 ASTRALIII 400 10 1000 98 6 .0612
02 ASTRALIII 400 10 200 98 5 .051
02 ASTRALIII 400 10 500 98 5 .051
02 ASTRALIII 400 10 50 98 8 .0816
02 ASTRALIII 400 20 1000 98 4 .0408
02 ASTRALIII 400 20 200 98 6 .0612
02 ASTRALIII 400 20 500 98 6 .0612
02 ASTRALIII 400 20 50 98 7 .0714
02 ASTRALIII 400 33 1000 98 3 .0306
02 ASTRALIII 400 33 200 98 4 .0408
02 ASTRALIII 400 33 500 98 5 .051
02 ASTRALIII 400 33 50 98 9 .0918
02 ASTRALIII 400 3 1000 98 7 .0714
02 ASTRALIII 400 3 200 98 6 .0612
02 ASTRALIII 400 3 500 98 5 .051
02 ASTRALIII 400 3 50 98 8 .0816
02 ASTRALIII 400 5 1000 98 5 .051
02 ASTRALIII 400 5 200 98 6 .0612
02 ASTRALIII 400 5 500 98 5 .051
02 ASTRALIII 400 5 50 98 6 .0612
02 ASTRALIII 400 75 1000 98 6 .0612
02 ASTRALIII 400 75 200 98 3 .0306
02 ASTRALIII 400 75 500 98 6 .0612
02 ASTRALIII 400 75 50 98 14 .1429
02 ASTRALIII 400 7 1000 98 6 .0612
02 ASTRALIII 400 7 200 98 5 .051
02 ASTRALIII 400 7 500 98 5 .051
02 ASTRALIII 400 7 50 98 7 .0714
02 ASTRALIII 400 non 1000 98 6 .0612
02 ASTRALIII 400 non 200 98 4 .0408
02 ASTRALIII 400 non 500 98 5 .051
02 ASTRALIII 400 non 50 98 5 .051
02 ASTRALIII 800 0 1000 98 3 .0306
02 ASTRALIII 800 0 200 98 3 .0306
02 ASTRALIII 800 0 500 98 2 .0204
02 ASTRALIII 800 0 50 98 6 .0612
02 ASTRALIII 800 10 1000 98 3 .0306
02 ASTRALIII 800 10 200 98 4 .0408
02 ASTRALIII 800 10 500 98 3 .0306
02 ASTRALIII 800 10 50 98 5 .051
02 ASTRALIII 800 20 1000 98 3 .0306
02 ASTRALIII 800 20 200 98 5 .051
02 ASTRALIII 800 20 500 98 4 .0408
02 ASTRALIII 800 20 50 98 4 .0408
02 ASTRALIII 800 33 1000 98 3 .0306
02 ASTRALIII 800 33 200 98 5 .051
02 ASTRALIII 800 33 500 98 4 .0408
02 ASTRALIII 800 33 50 98 5 .051
02 ASTRALIII 800 3 1000 98 3 .0306
02 ASTRALIII 800 3 200 98 3 .0306
02 ASTRALIII 800 3 500 98 2 .0204
02 ASTRALIII 800 3 50 98 6 .0612
02 ASTRALIII 800 5 1000 98 3 .0306
02 ASTRALIII 800 5 200 98 3 .0306
02 ASTRALIII 800 5 500 98 4 .0408
02 ASTRALIII 800 5 50 98 4 .0408
02 ASTRALIII 800 75 1000 98 4 .0408
02 ASTRALIII 800 75 200 98 4 .0408
02 ASTRALIII 800 75 500 98 4 .0408
02 ASTRALIII 800 75 50 98 9 .0918
02 ASTRALIII 800 7 1000 98 3 .0306
02 ASTRALIII 800 7 200 98 3 .0306
02 ASTRALIII 800 7 500 98 3 .0306
02 ASTRALIII 800 7 50 98 5 .051
02 ASTRALIII 800 non 1000 98 3 .0306
02 ASTRALIII 800 non 200 98 3 .0306
02 ASTRALIII 800 non 500 98 5 .051
02 ASTRALIII 800 non 50 98 6 .0612
03 ASTRALIII 1600 0 1000 98 2 .0204
03 ASTRALIII 1600 0 200 98 5 .051
03 ASTRALIII 1600 0 500 98 1 .0102
03 ASTRALIII 1600 0 50 98 8 .0816
