02 ASTRAL.5.2.5 800 0 50 6.286
02 ASTRAL.5.2.5 800 10 1000 517.679
02 ASTRAL.5.2.5 800 10 200 29.818
02 ASTRAL.5.2.5 800 10 500 123.862
02 ASTRAL.5.2.5 800 10 50 6.072
02 ASTRAL.5.2.5 800 20 1000 403.028
02 ASTRAL.5.2.5 800 20 200 30.415
02 ASTRAL.5.2.5 800 20 500 105.052
02 ASTRAL.5.2.5 800 20 50 6.289
02 ASTRAL.5.2.5 800 33 1000 278.942
02 ASTRAL.5.2.5 800 33 200 24.273
02 ASTRAL.5.2.5 800 33 500 102.474
02 ASTRAL.5.2.5 800 33 50 5.964
02 ASTRAL.5.2.5 800 3 1000 555.835
02 ASTRAL.5.2.5 800 3 200 32.278
02 ASTRAL.5.2.5 800 3 500 170.438
02 ASTRAL.5.2.5 800 3 50 6.645
02 ASTRAL.5.2.5 800 5 1000 553.144
02 ASTRAL.5.2.5 800 5 200 27.333
02 ASTRAL.5.2.5 800 5 500 199.543
02 ASTRAL.5.2.5 800 5 50 6.362
02 ASTRAL.5.2.5 800 75 1000 125.236
02 ASTRAL.5.2.5 800 75 200 17.451
02 ASTRAL.5.2.5 800 75 500 42.807
02 ASTRAL.5.2.5 800 75 50 5.61
02 ASTRAL.5.2.5 800 7 1000 537.972
02 ASTRAL.5.2.5 800 7 200 32.028
02 ASTRAL.5.2.5 800 7 500 132.16
02 ASTRAL.5.2.5 800 7 50 6.26
02 ASTRAL.5.2.5 800 non 1000 469.299
02 ASTRAL.5.2.5 800 non 200 27.082
02 ASTRAL.5.2.5 800 non 500 127.298
02 ASTRAL.5.2.5 800 non 50 6.251
03 ASTRAL.5.2.5 1600 0 1000 610.378
03 ASTRAL.5.2.5 1600 0 200 39.324
03 ASTRAL.5.2.5 1600 0 500 158.489
03 ASTRAL.5.2.5 1600 0 50 10.397
03 ASTRAL.5.2.5 1600 10 1000 691.579
03 ASTRAL.5.2.5 1600 10 200 39.511
03 ASTRAL.5.2.5 1600 10 500 185.61
03 ASTRAL.5.2.5 1600 10 50 10.317
03 ASTRAL.5.2.5 1600 20 1000 797.189
03 ASTRAL.5.2.5 1600 20 200 38.987
03 ASTRAL.5.2.5 1600 20 500 191.703
03 ASTRAL.5.2.5 1600 20 50 9.987
03 ASTRAL.5.2.5 1600 33 1000 608.361
03 ASTRAL.5.2.5 1600 33 200 37.763
03 ASTRAL.5.2.5 1600 33 500 173.845
03 ASTRAL.5.2.5 1600 33 50 9.65
03 ASTRAL.5.2.5 1600 3 1000 705.979
03 ASTRAL.5.2.5 1600 3 200 37.891
03 ASTRAL.5.2.5 1600 3 500 170.63
03 ASTRAL.5.2.5 1600 3 50 10.811
03 ASTRAL.5.2.5 1600 5 1000 717.071
03 ASTRAL.5.2.5 1600 5 200 38.7
03 ASTRAL.5.2.5 1600 5 500 171.089
03 ASTRAL.5.2.5 1600 5 50 9.961
03 ASTRAL.5.2.5 1600 75 1000 339.801
03 ASTRAL.5.2.5 1600 75 200 35.176
03 ASTRAL.5.2.5 1600 75 500 143.868
03 ASTRAL.5.2.5 1600 75 50 11.784
03 ASTRAL.5.2.5 1600 7 1000 718.753
03 ASTRAL.5.2.5 1600 7 200 39.458
03 ASTRAL.5.2.5 1600 7 500 183.401
03 ASTRAL.5.2.5 1600 7 50 11.021
03 ASTRAL.5.2.5 1600 non 1000 561.144
03 ASTRAL.5.2.5 1600 non 200 35.539
03 ASTRAL.5.2.5 1600 non 500 142.347
03 ASTRAL.5.2.5 1600 non 50 11.189
03 ASTRAL.5.2.5 200 0 1000 3522.253
03 ASTRAL.5.2.5 200 0 200 299.68
03 ASTRAL.5.2.5 200 0 500 969.246
03 ASTRAL.5.2.5 200 0 50 39.13
03 ASTRAL.5.2.5 200 10 1000 4137.901
03 ASTRAL.5.2.5 200 10 200 244.649
03 ASTRAL.5.2.5 200 10 500 1084.195
03 ASTRAL.5.2.5 200 10 50 30.692
03 ASTRAL.5.2.5 200 20 1000 3074.958
03 ASTRAL.5.2.5 200 20 200 158.533
03 ASTRAL.5.2.5 200 20 500 559.934
03 ASTRAL.5.2.5 200 20 50 23.86
03 ASTRAL.5.2.5 200 33 1000 1185.92
03 ASTRAL.5.2.5 200 33 200 94.278
03 ASTRAL.5.2.5 200 33 500 309.638
03 ASTRAL.5.2.5 200 33 50 18.84
03 ASTRAL.5.2.5 200 3 1000 4000.411
03 ASTRAL.5.2.5 200 3 200 280.249
03 ASTRAL.5.2.5 200 3 500 1193.189
03 ASTRAL.5.2.5 200 3 50 38.311
03 ASTRAL.5.2.5 200 5 1000 3896.046
03 ASTRAL.5.2.5 200 5 200 251.809
03 ASTRAL.5.2.5 200 5 500 853.311
03 ASTRAL.5.2.5 200 5 50 34.917
03 ASTRAL.5.2.5 200 75 1000 194.113
03 ASTRAL.5.2.5 200 75 200 18.393
03 ASTRAL.5.2.5 200 75 500 71.163
03 ASTRAL.5.2.5 200 75 50 4.087
03 ASTRAL.5.2.5 200 7 1000 4246.457
03 ASTRAL.5.2.5 200 7 200 246.396
03 ASTRAL.5.2.5 200 7 500 1152.303
03 ASTRAL.5.2.5 200 7 50 31.288
03 ASTRAL.5.2.5 200 non 1000 1133.707
03 ASTRAL.5.2.5 200 non 200 100.261
03 ASTRAL.5.2.5 200 non 500 346.177
03 ASTRAL.5.2.5 200 non 50 29.285
03 ASTRAL.5.2.5 400 0 1000 2081.331
03 ASTRAL.5.2.5 400 0 200 108.947
03 ASTRAL.5.2.5 400 0 500 429.156
03 ASTRAL.5.2.5 400 0 50 23.065
03 ASTRAL.5.2.5 400 10 1000 2065.494
03 ASTRAL.5.2.5 400 10 200 121.097
03 ASTRAL.5.2.5 400 10 500 552.228
03 ASTRAL.5.2.5 400 10 50 20.217
03 ASTRAL.5.2.5 400 20 1000 1694.357
03 ASTRAL.5.2.5 400 20 200 82.96
03 ASTRAL.5.2.5 400 20 500 385.918
03 ASTRAL.5.2.5 400 20 50 17.412
03 ASTRAL.5.2.5 400 33 1000 833.61
03 ASTRAL.5.2.5 400 33 200 78.863
03 ASTRAL.5.2.5 400 33 500 320.526
03 ASTRAL.5.2.5 400 33 50 15.233
03 ASTRAL.5.2.5 400 3 1000 2069.481
03 ASTRAL.5.2.5 400 3 200 96.813
03 ASTRAL.5.2.5 400 3 500 509.915
03 ASTRAL.5.2.5 400 3 50 23.63
03 ASTRAL.5.2.5 400 5 1000 2467.716
03 ASTRAL.5.2.5 400 5 200 91.937
03 ASTRAL.5.2.5 400 5 500 496.462
03 ASTRAL.5.2.5 400 5 50 20.769
03 ASTRAL.5.2.5 400 75 1000 248.328
03 ASTRAL.5.2.5 400 75 200 38.745
03 ASTRAL.5.2.5 400 75 500 108.021
03 ASTRAL.5.2.5 400 75 50 5.885
03 ASTRAL.5.2.5 400 7 1000 1778.348
03 ASTRAL.5.2.5 400 7 200 93.341
03 ASTRAL.5.2.5 400 7 500 480.906
03 ASTRAL.5.2.5 400 7 50 20.929
03 ASTRAL.5.2.5 400 non 1000 801.158
03 ASTRAL.5.2.5 400 non 200 64.051
03 ASTRAL.5.2.5 400 non 500 241.867
03 ASTRAL.5.2.5 400 non 50 18.614
03 ASTRAL.5.2.5 800 0 1000 836.535
03 ASTRAL.5.2.5 800 0 200 50.379
03 ASTRAL.5.2.5 800 0 500 193.98
03 ASTRAL.5.2.5 800 0 50 12.011
03 ASTRAL.5.2.5 800 10 1000 833.539
03 ASTRAL.5.2.5 800 10 200 67.829
03 ASTRAL.5.2.5 800 10 500 327.174
03 ASTRAL.5.2.5 800 10 50 11.274
03 ASTRAL.5.2.5 800 20 1000 1087.48
03 ASTRAL.5.2.5 800 20 200 62.325
03 ASTRAL.5.2.5 800 20 500 287.34
03 ASTRAL.5.2.5 800 20 50 10.793
03 ASTRAL.5.2.5 800 33 1000 908.091
03 ASTRAL.5.2.5 800 33 200 57.995
03 ASTRAL.5.2.5 800 33 500 246.465
03 ASTRAL.5.2.5 800 33 50 10.353
03 ASTRAL.5.2.5 800 3 1000 986.192
03 ASTRAL.5.2.5 800 3 200 66.382
03 ASTRAL.5.2.5 800 3 500 281.178
03 ASTRAL.5.2.5 800 3 50 13.176
03 ASTRAL.5.2.5 800 5 1000 829.236
03 ASTRAL.5.2.5 800 5 200 63.273
03 ASTRAL.5.2.5 800 5 500 221.43
03 ASTRAL.5.2.5 800 5 50 12.431
03 ASTRAL.5.2.5 800 75 1000 280.78
03 ASTRAL.5.2.5 800 75 200 41.924
03 ASTRAL.5.2.5 800 75 500 111.359
03 ASTRAL.5.2.5 800 75 50 7.83
03 ASTRAL.5.2.5 800 7 1000 829.324
03 ASTRAL.5.2.5 800 7 200 54.155
03 ASTRAL.5.2.5 800 7 500 275.157
03 ASTRAL.5.2.5 800 7 50 12.381
03 ASTRAL.5.2.5 800 non 1000 621.657
03 ASTRAL.5.2.5 800 non 200 45.613
03 ASTRAL.5.2.5 800 non 500 168.275
03 ASTRAL.5.2.5 800 non 50 13.114
04 ASTRAL.5.2.5 1600 0 1000 774.655
04 ASTRAL.5.2.5 1600 0 200 56.801
04 ASTRAL.5.2.5 1600 0 500 202.826
04 ASTRAL.5.2.5 1600 0 50 17.973
04 ASTRAL.5.2.5 1600 10 1000 836.738
04 ASTRAL.5.2.5 1600 10 200 67.246
04 ASTRAL.5.2.5 1600 10 500 241.878
04 ASTRAL.5.2.5 1600 10 50 14.562
04 ASTRAL.5.2.5 1600 20 1000 793.898
04 ASTRAL.5.2.5 1600 20 200 62.206
04 ASTRAL.5.2.5 1600 20 500 234.559
04 ASTRAL.5.2.5 1600 20 50 14.133
04 ASTRAL.5.2.5 1600 33 1000 748.428
04 ASTRAL.5.2.5 1600 33 200 66.16
04 ASTRAL.5.2.5 1600 33 500 199.73
04 ASTRAL.5.2.5 1600 33 50 14.5
04 ASTRAL.5.2.5 1600 3 1000 771.838
04 ASTRAL.5.2.5 1600 3 200 60.491
04 ASTRAL.5.2.5 1600 3 500 209.973
04 ASTRAL.5.2.5 1600 3 50 13.774
04 ASTRAL.5.2.5 1600 5 1000 809.321
04 ASTRAL.5.2.5 1600 5 200 63.086
04 ASTRAL.5.2.5 1600 5 500 229.178
04 ASTRAL.5.2.5 1600 5 50 13.738
04 ASTRAL.5.2.5 1600 75 1000 632.639
04 ASTRAL.5.2.5 1600 75 200 78.2
04 ASTRAL.5.2.5 1600 75 500 226.703
04 ASTRAL.5.2.5 1600 75 50 14.98
04 ASTRAL.5.2.5 1600 7 1000 794.268
04 ASTRAL.5.2.5 1600 7 200 63.101
04 ASTRAL.5.2.5 1600 7 500 234.559
04 ASTRAL.5.2.5 1600 7 50 13.676
04 ASTRAL.5.2.5 1600 non 1000 731.657
04 ASTRAL.5.2.5 1600 non 200 55.976
04 ASTRAL.5.2.5 1600 non 500 199.568
