01 astralII 1000 true 98 1 .0102
01 astralII 200 true 98 2 .0204
01 astralII 500 true 98 1 .0102
01 astralII 50 true 98 5 .051
02 astralII 1000 true 98 1 .0102
02 astralII 200 true 98 0 0
02 astralII 500 true 98 1 .0102
02 astralII 50 true 98 0 0
03 astralII 1000 true 98 1 .0102
03 astralII 200 true 98 3 .0306
03 astralII 500 true 98 1 .0102
03 astralII 50 true 98 6 .0612
04 astralII 1000 true 98 3 .0306
04 astralII 200 true 98 9 .0918
04 astralII 500 true 98 6 .0612
04 astralII 50 true 98 11 .1122
05 astralII 1000 true 98 0 0
05 astralII 200 true 98 2 .0204
05 astralII 500 true 98 0 0
05 astralII 50 true 98 3 .0306
06 astralII 1000 true 98 0 0
06 astralII 200 true 98 3 .0306
06 astralII 500 true 98 4 .0408
06 astralII 50 true 98 7 .0714
07 astralII 1000 true 98 2 .0204
07 astralII 200 true 98 2 .0204
07 astralII 500 true 98 1 .0102
07 astralII 50 true 98 4 .0408
08 astralII 1000 true 98 2 .0204
08 astralII 200 true 98 8 .0816
08 astralII 500 true 98 5 .051
08 astralII 50 true 98 10 .102
09 astralII 1000 true 98 1 .0102
09 astralII 200 true 98 1 .0102
09 astralII 500 true 98 1 .0102
09 astralII 50 true 98 3 .0306
10 astralII 1000 true 98 1 .0102
10 astralII 200 true 98 4 .0408
10 astralII 500 true 98 3 .0306
10 astralII 50 true 98 6 .0612
11 astralII 1000 true 98 1 .0102
11 astralII 200 true 98 5 .051
11 astralII 500 true 98 3 .0306
11 astralII 50 true 98 8 .0816
12 astralII 1000 true 98 0 0
12 astralII 200 true 98 0 0
12 astralII 500 true 98 0 0
12 astralII 50 true 98 8 .0816
13 astralII 1000 true 98 1 .0102
13 astralII 200 true 98 2 .0204
13 astralII 500 true 98 0 0
13 astralII 50 true 98 3 .0306
14 astralII 1000 true 98 1 .0102
14 astralII 200 true 98 1 .0102
14 astralII 500 true 98 2 .0204
14 astralII 50 true 98 5 .051
15 astralII 1000 true 98 1 .0102
15 astralII 200 true 98 3 .0306
15 astralII 500 true 98 2 .0204
15 astralII 50 true 98 5 .051
16 astralII 1000 true 98 3 .0306
16 astralII 200 true 98 5 .051
16 astralII 500 true 98 2 .0204
16 astralII 50 true 98 6 .0612
17 astralII 1000 true 98 1 .0102
17 astralII 200 true 98 3 .0306
17 astralII 500 true 98 3 .0306
17 astralII 50 true 98 3 .0306
18 astralII 1000 true 98 1 .0102
18 astralII 200 true 98 3 .0306
18 astralII 500 true 98 2 .0204
18 astralII 50 true 98 6 .0612
19 astralII 1000 true 98 0 0
19 astralII 200 true 98 6 .0612
19 astralII 500 true 98 3 .0306
19 astralII 50 true 98 11 .1122
20 astralII 1000 true 98 0 0
20 astralII 200 true 98 6 .0612
20 astralII 500 true 98 3 .0306
20 astralII 50 true 98 12 .1224
21 astralII 1000 true 98 2 .0204
21 astralII 200 true 98 4 .0408
21 astralII 500 true 98 2 .0204
21 astralII 50 true 98 10 .102
22 astralII 1000 true 98 1 .0102
22 astralII 200 true 98 5 .051
22 astralII 500 true 98 2 .0204
22 astralII 50 true 98 12 .1224
23 astralII 1000 true 98 0 0
23 astralII 200 true 98 2 .0204
23 astralII 500 true 98 0 0
23 astralII 50 true 98 7 .0714
24 astralII 1000 true 98 1 .0102
24 astralII 200 true 98 3 .0306
24 astralII 500 true 98 2 .0204
24 astralII 50 true 98 6 .0612
25 astralII 1000 true 98 2 .0204
25 astralII 200 true 98 5 .051
25 astralII 500 true 98 4 .0408
25 astralII 50 true 98 5 .051
