26 astralII 1000 true 98 1 .0102
26 astralII 200 true 98 3 .0306
26 astralII 500 true 98 1 .0102
26 astralII 50 true 98 6 .0612
27 astralII 1000 true 98 1 .0102
27 astralII 200 true 98 4 .0408
27 astralII 500 true 98 4 .0408
27 astralII 50 true 98 7 .0714
28 astralII 1000 true 98 4 .0408
28 astralII 200 true 98 6 .0612
28 astralII 500 true 98 6 .0612
28 astralII 50 true 98 6 .0612
29 astralII 1000 true 98 6 .0612
29 astralII 200 true 98 4 .0408
29 astralII 500 true 98 5 .051
29 astralII 50 true 98 11 .1122
30 astralII 1000 true 98 1 .0102
30 astralII 200 true 98 6 .0612
30 astralII 500 true 98 2 .0204
30 astralII 50 true 98 9 .0918
31 astralII 1000 true 98 1 .0102
31 astralII 200 true 98 3 .0306
31 astralII 500 true 98 3 .0306
31 astralII 50 true 98 8 .0816
32 astralII 1000 true 98 1 .0102
32 astralII 200 true 98 2 .0204
32 astralII 500 true 98 1 .0102
32 astralII 50 true 98 5 .051
33 astralII 1000 true 98 2 .0204
33 astralII 200 true 98 1 .0102
33 astralII 500 true 98 2 .0204
33 astralII 50 true 98 6 .0612
34 astralII 1000 true 98 0 0
34 astralII 200 true 98 3 .0306
34 astralII 500 true 98 2 .0204
34 astralII 50 true 98 5 .051
35 astralII 1000 true 98 1 .0102
35 astralII 200 true 98 4 .0408
35 astralII 500 true 98 2 .0204
35 astralII 50 true 98 9 .0918
36 astralII 1000 true 98 2 .0204
36 astralII 200 true 98 1 .0102
36 astralII 500 true 98 2 .0204
36 astralII 50 true 98 2 .0204
37 astralII 1000 true 98 4 .0408
37 astralII 200 true 98 3 .0306
37 astralII 500 true 98 2 .0204
37 astralII 50 true 98 9 .0918
38 astralII 1000 true 98 0 0
38 astralII 200 true 98 3 .0306
38 astralII 500 true 98 1 .0102
38 astralII 50 true 98 5 .051
39 astralII 1000 true 98 1 .0102
39 astralII 200 true 98 6 .0612
39 astralII 500 true 98 3 .0306
39 astralII 50 true 98 12 .1224
40 astralII 1000 true 98 0 0
40 astralII 200 true 98 5 .051
40 astralII 500 true 98 4 .0408
40 astralII 50 true 98 9 .0918
41 astralII 1000 true 98 6 .0612
41 astralII 200 true 98 8 .0816
41 astralII 500 true 98 5 .051
41 astralII 50 true 98 11 .1122
42 astralII 1000 true 98 3 .0306
42 astralII 200 true 98 6 .0612
42 astralII 500 true 98 4 .0408
42 astralII 50 true 98 8 .0816
43 astralII 1000 true 98 2 .0204
43 astralII 200 true 98 5 .051
43 astralII 500 true 98 1 .0102
43 astralII 50 true 98 10 .102
44 astralII 1000 true 98 1 .0102
44 astralII 200 true 98 3 .0306
44 astralII 500 true 98 3 .0306
44 astralII 50 true 98 3 .0306
45 astralII 1000 true 98 3 .0306
45 astralII 200 true 98 6 .0612
45 astralII 500 true 98 4 .0408
45 astralII 50 true 98 12 .1224
46 astralII 1000 true 98 0 0
46 astralII 200 true 98 0 0
46 astralII 500 true 98 0 0
46 astralII 50 true 98 3 .0306
47 astralII 1000 true 98 1 .0102
47 astralII 200 true 98 3 .0306
47 astralII 500 true 98 1 .0102
47 astralII 50 true 98 8 .0816
48 astralII 1000 true 98 2 .0204
48 astralII 200 true 98 2 .0204
48 astralII 500 true 98 2 .0204
48 astralII 50 true 98 4 .0408
49 astralII 1000 true 98 2 .0204
49 astralII 200 true 98 2 .0204
49 astralII 500 true 98 2 .0204
49 astralII 50 true 98 8 .0816
50 astralII 1000 true 98 2 .0204
50 astralII 200 true 98 4 .0408
50 astralII 500 true 98 4 .0408
50 astralII 50 true 98 7 .0714
