1	ori	log3	478.825	161755
1	ori	log2	387.199	148695
1	t0	log3	498.984	168325
1	t0	log2	478.945	149316
1	t3	log3	583.945	302495
1	t3	log2	553.486	155659
1	t5	log3	990.371	331380
1	t5	log2	535.652	152237
1	t7	log3	1160.242	388666
1	t7	log2	396.902	158657
1	t10	log3	1189.974	396510
1	t10	log2	679.635	166469
1	t20	log3	1022.843	376180
1	t20	log2	506.001	115584
1	t33	log3	366.713	223156
1	t33	log2	466.068	79562
1	t50	log3	249.769	162784
1	t50	log2	428.098	70288
1	t75	log3	106.665	70579
1	t75	log2	311.14	41859
2	ori	log3	312.291	157416
2	ori	log2	247.255	145397
2	t0	log3	534.871	181292
2	t0	log2	291.168	146891
2	t3	log3	903.849	330706
2	t3	log2	384.675	169918
2	t5	log3	986.422	334390
2	t5	log2	399.769	172450
2	t7	log3	1345.525	461940
2	t7	log2	436.749	165590
2	t10	log3	1936.882	665189
2	t10	log2	729.865	187103
2	t20	log3	809.923	455490
2	t20	log2	720.178	161519
2	t33	log3	297.803	177217
2	t33	log2	627.443	114828
2	t50	log3	272.51	174285
2	t50	log2	451.783	73205
2	t75	log3	113.669	75562
2	t75	log2	232.181	32275
3	ori	log3	288.956	157088
3	ori	log2	245.271	145615
3	t0	log3	529.3	187520
3	t0	log2	444.309	150523
3	t3	log3	898.768	321808
3	t3	log2	636.628	162775
3	t5	log3	1109.124	375024
3	t5	log2	664.438	176791
3	t7	log3	1263.219	440240
3	t7	log2	697.999	175824
3	t10	log3	1262.486	438643
3	t10	log2	570.16	137303
3	t20	log3	765.532	431862
3	t20	log2	664.233	147147
3	t33	log3	482.701	278004
3	t33	log2	696.653	112021
3	t50	log3	276.647	177728
3	t50	log2	631.557	80564
3	t75	log3	139.731	62029
3	t75	log2	363.047	40348
4	ori	log3	449.578	159697
4	ori	log2	388.555	146930
4	t0	log3	529.731	179868
4	t0	log2	291.544	148580
4	t3	log3	1176.653	396756
4	t3	log2	363.813	161906
4	t5	log3	1422.85	497198
4	t5	log2	394.386	169262
4	t7	log3	1057.557	373041
4	t7	log2	478.515	181922
4	t10	log3	1431.615	499676
4	t10	log2	837.853	181503
4	t20	log3	1151.214	429357
4	t20	log2	730.504	146314
4	t33	log3	700.009	282421
4	t33	log2	534.727	101717
4	t50	log3	408.2	175785
4	t50	log2	570.498	76360
4	t75	log3	117.389	81779
4	t75	log2	249.801	35741
5	ori	log3	312.496	158874
5	ori	log2	258.487	146897
5	t0	log3	507.278	174012
5	t0	log2	323.724	150592
5	t3	log3	766.527	270570
5	t3	log2	569.578	161163
5	t5	log3	968.809	337661
5	t5	log2	612.775	164148
5	t7	log3	1553.35	526058
5	t7	log2	696.735	177133
5	t10	log3	1568.727	553617
5	t10	log2	909.191	191510
5	t20	log3	760.849	423176
5	t20	log2	683.695	136245
5	t33	log3	344.912	209917
5	t33	log2	439.156	82514
5	t50	log3	187.565	122680
5	t50	log2	299.442	48672
5	t75	log3	122.552	84055
5	t75	log2	250.288	34253
6	ori	log3	299.197	161874
6	ori	log2	394.713	150199
6	t0	log3	357.498	181712
6	t0	log2	484.656	151666
6	t3	log3	595.496	318231
6	t3	log2	398.47	166287
6	t5	log3	472.149	233003
6	t5	log2	385.752	154022
6	t7	log3	947.101	482685
6	t7	log2	403.898	152859
6	t10	log3	1020.939	537139
6	t10	log2	786.682	188243
6	t20	log3	705.974	403322
6	t20	log2	857.444	167444
6	t33	log3	711.822	283654
6	t33	log2	454.409	76288
6	t50	log3	260.615	110378
6	t50	log2	547.506	71530
6	t75	log3	147.235	64653
6	t75	log2	233.165	33187
7	ori	log3	436.195	157026
7	ori	log2	251.657	144730
7	t0	log3	390.034	195102
7	t0	log2	329.275	151962
7	t3	log3	599.046	312997
7	t3	log2	396.817	168838
7	t5	log3	983.817	481015
7	t5	log2	687.863	182610
7	t7	log3	1034.261	518876
7	t7	log2	789.914	200654
7	t10	log3	736.86	382620
7	t10	log2	789.645	187796
7	t20	log3	1192.355	446566
7	t20	log2	566.623	115735
7	t33	log3	403.66	244645
7	t33	log2	561.037	104370
7	t50	log3	245.102	159959
7	t50	log2	392.397	63087
7	t75	log3	129.41	87188
7	t75	log2	269.441	35992
8	ori	log3	295.588	154815
8	ori	log2	368.778	143676
8	t0	log3	356.591	181133
8	t0	log2	470.211	145916
8	t3	log3	633.959	355096
8	t3	log2	525.67	150529
8	t5	log3	835.543	429749
8	t5	log2	362.584	147048
8	t7	log3	1328.566	692254
8	t7	log2	396.678	164534
8	t10	log3	793.315	422460
8	t10	log2	797.591	190688
8	t20	log3	650.016	361369
8	t20	log2	645.62	128947
8	t33	log3	300.308	177837
8	t33	log2	597.675	97192
8	t50	log3	383.899	166100
8	t50	log2	438.101	70502
8	t75	log3	198.424	90223
8	t75	log2	270.538	37055
9	ori	log3	453.291	159588
9	ori	log2	254.18	148183
9	t0	log3	514.206	174656
9	t0	log2	329.131	153206
9	t3	log3	616.312	329497
9	t3	log2	369.148	164486
9	t5	log3	953.382	491917
9	t5	log2	459.307	179714
9	t7	log3	794.752	422292
9	t7	log2	710.451	165842
9	t10	log3	577.618	306485
9	t10	log2	607.867	145824
9	t20	log3	1049.496	404011
9	t20	log2	800.004	154916
9	t33	log3	575.225	234695
9	t33	log2	629.272	101657
9	t50	log3	177.58	114477
9	t50	log2	405.111	63289
9	t75	log3	93.848	62204
9	t75	log2	277.111	38182
10	ori	log3	312.655	164530
10	ori	log2	389.185	151065
10	t0	log3	517.54	185831
10	t0	log2	444.195	151867
10	t3	log3	1099.774	402132
10	t3	log2	528.905	153966
10	t5	log3	805.618	403731
10	t5	log2	648.256	178426
10	t7	log3	844.507	443343
10	t7	log2	400.26	165075
10	t10	log3	789.992	430243
10	t10	log2	588.868	145829
10	t20	log3	861.305	466127
10	t20	log2	709.61	157670
10	t33	log3	394.333	240479
10	t33	log2	418.724	83697
10	t50	log3	143.255	91027
10	t50	log2	410.15	66995
10	t75	log3	142.743	63603
10	t75	log2	191.61	26334
11	ori	log3	461.105	157598
11	ori	log2	250.213	145345
11	t0	log3	540.498	179691
11	t0	log2	292.926	150901
11	t3	log3	538.118	279800
11	t3	log2	355.899	153149
11	t5	log3	470.77	240375
11	t5	log2	385.161	159055
11	t7	log3	724.114	365752
11	t7	log2	433.029	166060
11	t10	log3	835.872	442966
11	t10	log2	666.564	168857
11	t20	log3	928.309	355807
11	t20	log2	805.451	163571
11	t33	log3	629.655	244299
11	t33	log2	625.481	121557
11	t50	log3	440.129	187924
11	t50	log2	652.38	86667
11	t75	log3	126.442	85525
11	t75	log2	254.719	34170
12	ori	log3	301.333	158258
12	ori	log2	252.67	146496
12	t0	log3	535.502	190876
12	t0	log2	438.445	146358
12	t3	log3	738.636	393707
12	t3	log2	561.305	165356
12	t5	log3	684.095	348260
12	t5	log2	618.687	170654
12	t7	log3	1094.231	554498
12	t7	log2	635.823	175858
12	t10	log3	1044.743	544689
12	t10	log2	543.249	142354
12	t20	log3	811.582	441620
12	t20	log2	545.799	114908
12	t33	log3	239.352	138284
12	t33	log2	625.04	103109
12	t50	log3	173.367	108723
12	t50	log2	471.515	77163
12	t75	log3	97.233	63990
12	t75	log2	298.882	32980
13	ori	log3	441.143	156171
13	ori	log2	362.422	143091
13	t0	log3	528.58	179794
13	t0	log2	294.47	149325
13	t3	log3	1138.111	413054
13	t3	log2	370.517	158517
13	t5	log3	949.601	480125
13	t5	log2	437.624	174434
13	t7	log3	757.705	383534
13	t7	log2	394.096	149235
13	t10	log3	1030.371	559130
13	t10	log2	678.768	166766
13	t20	log3	951.319	356115
13	t20	log2	733.177	147140
13	t33	log3	423.281	171613
13	t33	log2	343.65	66785
13	t50	log3	336.379	147561
13	t50	log2	559.821	73257
13	t75	log3	187.275	86221
13	t75	log2	261.791	37861
14	ori	log3	316.129	159570
14	ori	log2	246.674	147189
14	t0	log3	597.994	200168
14	t0	log2	330.586	153983
14	t3	log3	752.201	277656
14	t3	log2	362.29	152965
14	t5	log3	715.105	367340
14	t5	log2	556.491	150566
14	t7	log3	824.527	430281
14	t7	log2	579.671	149910
14	t10	log3	904.581	468818
14	t10	log2	697.46	167391
14	t20	log3	734.702	410362
14	t20	log2	553.848	115565
14	t33	log3	303.135	185807
14	t33	log2	464.976	75112
14	t50	log3	218.731	141203
14	t50	log2	318.789	52312
14	t75	log3	103.512	70952
14	t75	log2	154.494	21904
15	ori	log3	308.679	157159
15	ori	log2	250.717	145569
15	t0	log3	481.84	171687
15	t0	log2	313.438	147262
15	t3	log3	752.657	276121
15	t3	log2	337.651	152147
15	t5	log3	1518.203	504289
15	t5	log2	457.43	183310
15	t7	log3	1532.904	529552
15	t7	log2	388.808	158731
15	t10	log3	584.144	308301
15	t10	log2	555.151	144944
15	t20	log3	808.796	448898
15	t20	log2	661.137	148253
15	t33	log3	733.596	292380
15	t33	log2	656.901	106813
15	t50	log3	281.123	121636
15	t50	log2	441.886	71327
15	t75	log3	142.707	64577
15	t75	log2	225.725	31300
16	ori	log3	444.566	157925
16	ori	log2	246.776	146623
16	t0	log3	469.967	168859
16	t0	log2	318.224	148035
16	t3	log3	979.501	363983
16	t3	log2	369.216	159098
16	t5	log3	819.293	419260
16	t5	log2	383.436	155636
16	t7	log3	741.543	394346
16	t7	log2	390.915	151415
16	t10	log3	880.549	471878
16	t10	log2	604.787	146267
16	t20	log3	1145.438	439218
16	t20	log2	671.844	115159
16	t33	log3	453.37	281066
16	t33	log2	732.413	119368
16	t50	log3	210.519	136680
16	t50	log2	634.56	84142
16	t75	log3	129.389	89835
16	t75	log2	390.89	42244
17	ori	log3	292.244	157993
17	ori	log2	248.744	146079
17	t0	log3	513.631	176058
17	t0	log2	291.522	148245
17	t3	log3	843.579	306952
17	t3	log2	385.347	170703
17	t5	log3	1398.69	480229
17	t5	log2	454.379	181351
17	t7	log3	816.938	419009
17	t7	log2	482.19	181629
17	t10	log3	665.804	348990
17	t10	log2	755.763	178687
17	t20	log3	499.362	279937
17	t20	log2	784.094	153730
17	t33	log3	487.681	298073
17	t33	log2	805.562	105984
17	t50	log3	325.16	134535
17	t50	log2	458.559	71373
17	t75	log3	180.467	82186
17	t75	log2	273.07	29787
18	ori	log3	443.499	155692
18	ori	log2	244.155	143309
18	t0	log3	557.294	189614
18	t0	log2	317.586	150173
18	t3	log3	1010.985	372767
18	t3	log2	413.509	175055
18	t5	log3	947.914	322322
18	t5	log2	414.943	165776
18	t7	log3	1344.528	473906
18	t7	log2	426.833	174137
18	t10	log3	1330.217	477944
18	t10	log2	740.919	175859
18	t20	log3	1301.035	497425
18	t20	log2	923.159	159938
18	t33	log3	340.246	137810
18	t33	log2	687.996	90961
18	t50	log3	148.198	92480
18	t50	log2	343.703	56930
18	t75	log3	110.334	76423
18	t75	log2	294.279	31786
19	ori	log3	304.055	161473
19	ori	log2	250.935	149024
19	t0	log3	510.783	181218
19	t0	log2	328.515	153771
19	t3	log3	790.238	387185
19	t3	log2	406.345	172750
19	t5	log3	997.425	500136
19	t5	log2	452.18	178318
19	t7	log3	1053.157	538445
19	t7	log2	503.556	190938
19	t10	log3	1031.888	536149
19	t10	log2	551.036	144850
19	t20	log3	728.695	409734
19	t20	log2	478.664	109127
19	t33	log3	437.748	265080
19	t33	log2	583.412	111053
19	t50	log3	253.984	160847
19	t50	log2	390.579	64066
19	t75	log3	160.596	72000
19	t75	log2	294.011	39053
20	ori	log3	438.714	158708
20	ori	log2	260.233	146688
20	t0	log3	466.933	167612
20	t0	log2	317.654	147789
20	t3	log3	732.695	265288
20	t3	log2	387.493	164751
20	t5	log3	961.383	332864
20	t5	log2	436.286	169244
20	t7	log3	1057.269	368131
20	t7	log2	387.627	144981
20	t10	log3	1077.476	520107
20	t10	log2	556.862	143035
20	t20	log3	427.733	160537
20	t20	log2	535.437	108794
20	t33	log3	445.911	176590
20	t33	log2	381.318	75881
20	t50	log3	356.967	153402
20	t50	log2	401.069	65620
20	t75	log3	120.931	82449
20	t75	log2	248.383	36360
