1X	1000	1500	16	t50	0						
1X	1000	1500	16	t7	0.044444444						
1X	1000	1500	16	t75	0.066666667						
1X	1000	1500	17	ori	0.088888889						
1X	1000	1500	17	t0	0.088888889						
1X	1000	1500	17	t10	0.088888889						
1X	1000	1500	17	t20	0.088888889						
1X	1000	1500	17	t3	0.088888889						
1X	1000	1500	17	t33	0.111111111						
1X	1000	1500	17	t5	0.088888889						
1X	1000	1500	17	t50	0.133333333						
1X	1000	1500	17	t7	0.088888889						
1X	1000	1500	17	t75	0.155555556						
1X	1000	1500	18	ori	0.044444444						
1X	1000	1500	18	t0	0.044444444						
1X	1000	1500	18	t10	0.044444444						
1X	1000	1500	18	t20	0.066666667						
1X	1000	1500	18	t3	0.044444444						
1X	1000	1500	18	t33	0.066666667						
1X	1000	1500	18	t5	0.044444444						
1X	1000	1500	18	t50	0.044444444						
1X	1000	1500	18	t7	0.066666667						
1X	1000	1500	18	t75	0.066666667						
1X	1000	1500	19	ori	0.022222222						
1X	1000	1500	19	t0	0.022222222						
1X	1000	1500	19	t10	0.022222222						
1X	1000	1500	19	t20	0.044444444						
1X	1000	1500	19	t3	0.022222222						
1X	1000	1500	19	t33	0.044444444						
1X	1000	1500	19	t5	0.022222222						
1X	1000	1500	19	t50	0.044444444						
1X	1000	1500	19	t7	0.022222222						
1X	1000	1500	19	t75	0.066666667						
1X	1000	1500	2	ori	0.066666667						
1X	1000	1500	2	t0	0.044444444						
1X	1000	1500	2	t10	0.044444444						
1X	1000	1500	2	t20	0.044444444						
1X	1000	1500	2	t3	0.044444444						
1X	1000	1500	2	t33	0.044444444						
1X	1000	1500	2	t5	0.044444444						
1X	1000	1500	2	t50	0.044444444						
1X	1000	1500	2	t7	0.066666667						
1X	1000	1500	2	t75	0.088888889						
1X	1000	1500	20	ori	0.066666667						
1X	1000	1500	20	t0	0.066666667						
1X	1000	1500	20	t10	0.022222222						
1X	1000	1500	20	t20	0.022222222						
1X	1000	1500	20	t3	0.066666667						
1X	1000	1500	20	t33	0.022222222						
1X	1000	1500	20	t5	0.066666667						
1X	1000	1500	20	t50	0.044444444						
1X	1000	1500	20	t7	0.066666667						
1X	1000	1500	20	t75	0.111111111						
1X	1000	1500	3	ori	0.044444444						
1X	1000	1500	3	t0	0.044444444						
1X	1000	1500	3	t10	0.044444444						
1X	1000	1500	3	t20	0.044444444						
1X	1000	1500	3	t3	0.044444444						
