"","V1","V2","V3","V4","V5","V6.x","V6.y"
"511",1e-06,"5.5.4",200,"original",22,56813,148340
"512",1e-06,"5.5.4",200,"original",23,71067,166639
"513",1e-06,"5.5.4",200,"original",24,71357,180430
"514",1e-06,"5.5.4",200,"original",25,59453,176024
"515",1e-06,"5.5.4",200,"original",26,50833,141236
"516",1e-06,"5.5.4",200,"original",27,105595,201427
"517",1e-06,"5.5.4",200,"original",28,73713,169754
"518",1e-06,"5.5.4",200,"original",29,65203,186156
"519",1e-06,"5.5.4",200,"original",3,45339,152816
"520",1e-06,"5.5.4",200,"original",30,71405,183279
"521",1e-06,"5.5.4",200,"original",31,58205,154744
"522",1e-06,"5.5.4",200,"original",32,84365,217911
"523",1e-06,"5.5.4",200,"original",33,48349,146940
"524",1e-06,"5.5.4",200,"original",34,54067,144964
"525",1e-06,"5.5.4",200,"original",35,70583,169386
"526",1e-06,"5.5.4",200,"original",36,100247,289338
"527",1e-06,"5.5.4",200,"original",37,72339,172948
"528",1e-06,"5.5.4",200,"original",38,61573,181333
"529",1e-06,"5.5.4",200,"original",39,82051,175052
"530",1e-06,"5.5.4",200,"original",4,76329,183445
"531",1e-06,"5.5.4",200,"original",40,85625,211897
"532",1e-06,"5.5.4",200,"original",41,79609,179012
"533",1e-06,"5.5.4",200,"original",42,126419,225511
"534",1e-06,"5.5.4",200,"original",43,68777,180218
"535",1e-06,"5.5.4",200,"original",44,104631,204139
"536",1e-06,"5.5.4",200,"original",45,58695,192948
"537",1e-06,"5.5.4",200,"original",46,100573,200429
"538",1e-06,"5.5.4",200,"original",47,60979,171107
"539",1e-06,"5.5.4",200,"original",48,93361,216531
"540",1e-06,"5.5.4",200,"original",49,153505,229997
"541",1e-06,"5.5.4",200,"original",5,56771,171741
"542",1e-06,"5.5.4",200,"original",50,70017,165819
"543",1e-06,"5.5.4",200,"original",6,38775,104186
"544",1e-06,"5.5.4",200,"original",7,87089,170290
"545",1e-06,"5.5.4",200,"original",8,187891,269758
"546",1e-06,"5.5.4",200,"original",9,69105,179078
"547",1e-06,"5.5.4",200,"withspecies",1,46319,118793
"548",1e-06,"5.5.4",200,"withspecies",10,60303,170016
"549",1e-06,"5.5.4",200,"withspecies",11,59821,154395
"550",1e-06,"5.5.4",200,"withspecies",12,147797,270429
"551",1e-06,"5.5.4",200,"withspecies",13,57159,180419
"552",1e-06,"5.5.4",200,"withspecies",14,57835,210362
"553",1e-06,"5.5.4",200,"withspecies",15,211223,342834
"554",1e-06,"5.5.4",200,"withspecies",16,57785,171346
"555",1e-06,"5.5.4",200,"withspecies",17,42225,124795
"556",1e-06,"5.5.4",200,"withspecies",18,82011,240591
"557",1e-06,"5.5.4",200,"withspecies",19,103289,228105
"558",1e-06,"5.5.4",200,"withspecies",2,56553,135939
"559",1e-06,"5.5.4",200,"withspecies",20,86869,223979
"560",1e-06,"5.5.4",200,"withspecies",21,69817,165635
"561",1e-06,"5.5.4",200,"withspecies",22,56813,148368
"562",1e-06,"5.5.4",200,"withspecies",23,71067,166639
"563",1e-06,"5.5.4",200,"withspecies",24,71357,180430
"564",1e-06,"5.5.4",200,"withspecies",25,59453,176088
"565",1e-06,"5.5.4",200,"withspecies",26,50833,141236
"566",1e-06,"5.5.4",200,"withspecies",27,105595,201483
"567",1e-06,"5.5.4",200,"withspecies",28,73713,169754
"568",1e-06,"5.5.4",200,"withspecies",29,65203,186176
"569",1e-06,"5.5.4",200,"withspecies",3,45339,152816
"570",1e-06,"5.5.4",200,"withspecies",30,71405,183340
"571",1e-06,"5.5.4",200,"withspecies",31,58205,154777
"572",1e-06,"5.5.4",200,"withspecies",32,84365,217925
"573",1e-06,"5.5.4",200,"withspecies",33,48349,146940
"574",1e-06,"5.5.4",200,"withspecies",34,54067,144990
"575",1e-06,"5.5.4",200,"withspecies",35,70583,169431
"576",1e-06,"5.5.4",200,"withspecies",36,100247,289363
"577",1e-06,"5.5.4",200,"withspecies",37,72339,172999
"578",1e-06,"5.5.4",200,"withspecies",38,61573,181395
"579",1e-06,"5.5.4",200,"withspecies",39,82051,175169
"580",1e-06,"5.5.4",200,"withspecies",4,76329,183445
"581",1e-06,"5.5.4",200,"withspecies",40,85625,211897
"582",1e-06,"5.5.4",200,"withspecies",41,79609,179086
"583",1e-06,"5.5.4",200,"withspecies",42,126419,225541
"584",1e-06,"5.5.4",200,"withspecies",43,68777,180218
"585",1e-06,"5.5.4",200,"withspecies",44,104631,204301
"586",1e-06,"5.5.4",200,"withspecies",45,58695,192948
"587",1e-06,"5.5.4",200,"withspecies",46,100573,200455
"588",1e-06,"5.5.4",200,"withspecies",47,60979,171107
"589",1e-06,"5.5.4",200,"withspecies",48,93361,216589
"590",1e-06,"5.5.4",200,"withspecies",49,153505,230111
"591",1e-06,"5.5.4",200,"withspecies",5,56771,171741
"592",1e-06,"5.5.4",200,"withspecies",50,70017,165819
"593",1e-06,"5.5.4",200,"withspecies",6,38775,104186
"594",1e-06,"5.5.4",200,"withspecies",7,87089,170290
"595",1e-06,"5.5.4",200,"withspecies",8,187891,270093
"596",1e-06,"5.5.4",200,"withspecies",9,69105,179078
"597",1e-06,"5.5.4",50,"original",1,19013,71322
"598",1e-06,"5.5.4",50,"original",10,37489,121080
"599",1e-06,"5.5.4",50,"original",11,32381,135485
"600",1e-06,"5.5.4",50,"original",12,127395,235951
"601",1e-06,"5.5.4",50,"original",13,29857,137091
"602",1e-06,"5.5.4",50,"original",14,35765,199205
"603",1e-06,"5.5.4",50,"original",15,181655,295421
"604",1e-06,"5.5.4",50,"original",16,26637,121565
"605",1e-06,"5.5.4",50,"original",17,24355,109452
"606",1e-06,"5.5.4",50,"original",18,51513,243319
"607",1e-06,"5.5.4",50,"original",19,61333,169473
"608",1e-06,"5.5.4",50,"original",2,29305,119462
"609",1e-06,"5.5.4",50,"original",20,58363,177665
"610",1e-06,"5.5.4",50,"original",21,50363,135655
"611",1e-06,"5.5.4",50,"original",22,25253,130907
"612",1e-06,"5.5.4",50,"original",23,37989,146862
"613",1e-06,"5.5.4",50,"original",24,45775,141782
"614",1e-06,"5.5.4",50,"original",25,22677,91672
"615",1e-06,"5.5.4",50,"original",26,31129,132556
"616",1e-06,"5.5.4",50,"original",27,68741,153665
"617",1e-06,"5.5.4",50,"original",28,49421,132696
"618",1e-06,"5.5.4",50,"original",29,44705,139035
"619",1e-06,"5.5.4",50,"original",3,34265,156836
"620",1e-06,"5.5.4",50,"original",30,39069,131307
"621",1e-06,"5.5.4",50,"original",31,37865,140342
"622",1e-06,"5.5.4",50,"original",32,51739,160214
"623",1e-06,"5.5.4",50,"original",33,29301,136778
"624",1e-06,"5.5.4",50,"original",34,28515,118000
"625",1e-06,"5.5.4",50,"original",35,40615,134208
"626",1e-06,"5.5.4",50,"original",36,83203,185012
"627",1e-06,"5.5.4",50,"original",37,52459,135687
"628",1e-06,"5.5.4",50,"original",38,35649,124946
"629",1e-06,"5.5.4",50,"original",39,58831,137033
"630",1e-06,"5.5.4",50,"original",4,47527,132308
"631",1e-06,"5.5.4",50,"original",40,55285,176980
"632",1e-06,"5.5.4",50,"original",41,52949,132666
"633",1e-06,"5.5.4",50,"original",42,78211,155683
"634",1e-06,"5.5.4",50,"original",43,51423,170414
"635",1e-06,"5.5.4",50,"original",44,70921,151320
"636",1e-06,"5.5.4",50,"original",45,30183,136096
"637",1e-06,"5.5.4",50,"original",46,66619,155085
"638",1e-06,"5.5.4",50,"original",47,40515,144068
"639",1e-06,"5.5.4",50,"original",48,62143,150659
"640",1e-06,"5.5.4",50,"original",49,256717,378304
"641",1e-06,"5.5.4",50,"original",5,33041,131226
"642",1e-06,"5.5.4",50,"original",50,39893,146532
"643",1e-06,"5.5.4",50,"original",6,20729,89546
"644",1e-06,"5.5.4",50,"original",7,57511,124551
"645",1e-06,"5.5.4",50,"original",8,428707,893273
"646",1e-06,"5.5.4",50,"original",9,46631,133873
"647",1e-06,"5.5.4",50,"withspecies",1,19013,71388
"648",1e-06,"5.5.4",50,"withspecies",10,37489,121148
"649",1e-06,"5.5.4",50,"withspecies",11,32381,135545
"650",1e-06,"5.5.4",50,"withspecies",12,127395,236067
"651",1e-06,"5.5.4",50,"withspecies",13,29857,137170
"652",1e-06,"5.5.4",50,"withspecies",14,35765,199235
"653",1e-06,"5.5.4",50,"withspecies",15,181655,295610
"654",1e-06,"5.5.4",50,"withspecies",16,26637,121653
"655",1e-06,"5.5.4",50,"withspecies",17,24355,109564
"656",1e-06,"5.5.4",50,"withspecies",18,51513,243358
"657",1e-06,"5.5.4",50,"withspecies",19,61333,169545
"658",1e-06,"5.5.4",50,"withspecies",2,29305,119503
"659",1e-06,"5.5.4",50,"withspecies",20,58363,177718
"660",1e-06,"5.5.4",50,"withspecies",21,50363,135687
"661",1e-06,"5.5.4",50,"withspecies",22,25253,130935
"662",1e-06,"5.5.4",50,"withspecies",23,37989,146900
"663",1e-06,"5.5.4",50,"withspecies",24,45775,141794
"664",1e-06,"5.5.4",50,"withspecies",25,22677,91728
"665",1e-06,"5.5.4",50,"withspecies",26,31129,132573
"666",1e-06,"5.5.4",50,"withspecies",27,68741,153711
"667",1e-06,"5.5.4",50,"withspecies",28,49421,132760
"668",1e-06,"5.5.4",50,"withspecies",29,44705,139076
"669",1e-06,"5.5.4",50,"withspecies",3,34265,156990
"670",1e-06,"5.5.4",50,"withspecies",30,39069,131492
"671",1e-06,"5.5.4",50,"withspecies",31,37865,140411
"672",1e-06,"5.5.4",50,"withspecies",32,51739,160284
"673",1e-06,"5.5.4",50,"withspecies",33,29301,136814
"674",1e-06,"5.5.4",50,"withspecies",34,28515,118039
"675",1e-06,"5.5.4",50,"withspecies",35,40615,134259
"676",1e-06,"5.5.4",50,"withspecies",36,83203,185053
"677",1e-06,"5.5.4",50,"withspecies",37,52459,135781
"678",1e-06,"5.5.4",50,"withspecies",38,35649,124987
"679",1e-06,"5.5.4",50,"withspecies",39,58831,137088
"680",1e-06,"5.5.4",50,"withspecies",4,47527,132315
"681",1e-06,"5.5.4",50,"withspecies",40,55285,177020
"682",1e-06,"5.5.4",50,"withspecies",41,52949,132702
"683",1e-06,"5.5.4",50,"withspecies",42,78211,155759
"684",1e-06,"5.5.4",50,"withspecies",43,51423,170510
"685",1e-06,"5.5.4",50,"withspecies",44,70921,151384
"686",1e-06,"5.5.4",50,"withspecies",45,30183,136096
"687",1e-06,"5.5.4",50,"withspecies",46,66619,155123
"688",1e-06,"5.5.4",50,"withspecies",47,40515,144087
"689",1e-06,"5.5.4",50,"withspecies",48,62143,150719
"690",1e-06,"5.5.4",50,"withspecies",49,256717,378520
"691",1e-06,"5.5.4",50,"withspecies",5,33041,131325
"692",1e-06,"5.5.4",50,"withspecies",50,39893,146558
"693",1e-06,"5.5.4",50,"withspecies",6,20729,89577
"694",1e-06,"5.5.4",50,"withspecies",7,57511,124617
"695",1e-06,"5.5.4",50,"withspecies",8,428707,896762
"696",1e-06,"5.5.4",50,"withspecies",9,46631,133907
"697",1e-07,"4.11.2",1000,"halfresolved",1,152865,411295
"698",1e-07,"4.11.2",1000,"halfresolved",10,151231,455575
"699",1e-07,"4.11.2",1000,"halfresolved",11,173941,384329
"700",1e-07,"4.11.2",1000,"halfresolved",12,176055,410042
"701",1e-07,"4.11.2",1000,"halfresolved",13,172105,379406
"702",1e-07,"4.11.2",1000,"halfresolved",14,184943,391342
"703",1e-07,"4.11.2",1000,"halfresolved",15,151317,487021
"704",1e-07,"4.11.2",1000,"halfresolved",16,193527,435501
"705",1e-07,"4.11.2",1000,"halfresolved",17,213615,388881
"706",1e-07,"4.11.2",1000,"halfresolved",18,228651,448893
"707",1e-07,"4.11.2",1000,"halfresolved",19,283201,423829
"708",1e-07,"4.11.2",1000,"halfresolved",2,204527,456009
"709",1e-07,"4.11.2",1000,"halfresolved",20,323375,433565
"710",1e-07,"4.11.2",1000,"halfresolved",21,179357,391909
"711",1e-07,"4.11.2",1000,"halfresolved",22,237793,467924
"712",1e-07,"4.11.2",1000,"halfresolved",23,280489,523199
"713",1e-07,"4.11.2",1000,"halfresolved",24,154259,365096
"714",1e-07,"4.11.2",1000,"halfresolved",25,255667,471665
"715",1e-07,"4.11.2",1000,"halfresolved",26,250029,473466
"716",1e-07,"4.11.2",1000,"halfresolved",27,156535,438416
"717",1e-07,"4.11.2",1000,"halfresolved",28,172089,390025
"718",1e-07,"4.11.2",1000,"halfresolved",29,203771,379293
"719",1e-07,"4.11.2",1000,"halfresolved",3,192673,450550
"720",1e-07,"4.11.2",1000,"halfresolved",30,142629,315372
"721",1e-07,"4.11.2",1000,"halfresolved",31,178661,375257
"722",1e-07,"4.11.2",1000,"halfresolved",32,182225,407009
"723",1e-07,"4.11.2",1000,"halfresolved",33,225157,377859
"724",1e-07,"4.11.2",1000,"halfresolved",34,238395,398307
"725",1e-07,"4.11.2",1000,"halfresolved",35,322359,481183
"726",1e-07,"4.11.2",1000,"halfresolved",36,175523,405602
"727",1e-07,"4.11.2",1000,"halfresolved",37,179625,477813
"728",1e-07,"4.11.2",1000,"halfresolved",38,186443,406101
"729",1e-07,"4.11.2",1000,"halfresolved",39,215997,411595
"730",1e-07,"4.11.2",1000,"halfresolved",4,150001,450383
"731",1e-07,"4.11.2",1000,"halfresolved",40,175923,371281
"732",1e-07,"4.11.2",1000,"halfresolved",41,166305,440182
"733",1e-07,"4.11.2",1000,"halfresolved",42,260209,459761
"734",1e-07,"4.11.2",1000,"halfresolved",43,212565,440068
"735",1e-07,"4.11.2",1000,"halfresolved",44,264021,463284
"736",1e-07,"4.11.2",1000,"halfresolved",45,183845,481201
"737",1e-07,"4.11.2",1000,"halfresolved",46,250121,360652
"738",1e-07,"4.11.2",1000,"halfresolved",47,168919,355064
"739",1e-07,"4.11.2",1000,"halfresolved",48,205965,440042
"740",1e-07,"4.11.2",1000,"halfresolved",49,178427,458306
"741",1e-07,"4.11.2",1000,"halfresolved",5,201533,348817
"742",1e-07,"4.11.2",1000,"halfresolved",50,295825,430310
"743",1e-07,"4.11.2",1000,"halfresolved",6,173749,395325
"744",1e-07,"4.11.2",1000,"halfresolved",7,186467,424184
"745",1e-07,"4.11.2",1000,"halfresolved",8,186627,457879
"746",1e-07,"4.11.2",1000,"halfresolved",9,211541,486648
"747",1e-07,"4.11.2",1000,"original",1,152865,411295
"748",1e-07,"4.11.2",1000,"original",10,151231,455575
"749",1e-07,"4.11.2",1000,"original",11,173941,384329
"750",1e-07,"4.11.2",1000,"original",12,176055,410042
"751",1e-07,"4.11.2",1000,"original",13,172105,379406
"752",1e-07,"4.11.2",1000,"original",14,185573,390191
"753",1e-07,"4.11.2",1000,"original",15,151317,487021
"754",1e-07,"4.11.2",1000,"original",16,193527,435501
"755",1e-07,"4.11.2",1000,"original",17,213615,388881
"756",1e-07,"4.11.2",1000,"original",18,252139,507271
"757",1e-07,"4.11.2",1000,"original",19,285659,425371
"758",1e-07,"4.11.2",1000,"original",2,204527,456009
"759",1e-07,"4.11.2",1000,"original",20,348627,480842
"760",1e-07,"4.11.2",1000,"original",21,179357,391909
"761",1e-07,"4.11.2",1000,"original",22,237793,467924
"762",1e-07,"4.11.2",1000,"original",23,282243,520526
"763",1e-07,"4.11.2",1000,"original",24,154259,365096
"764",1e-07,"4.11.2",1000,"original",25,262901,486037
"765",1e-07,"4.11.2",1000,"original",26,270271,511488
"766",1e-07,"4.11.2",1000,"original",27,156535,438416
"767",1e-07,"4.11.2",1000,"original",28,175357,393715
"768",1e-07,"4.11.2",1000,"original",29,239723,457402
"769",1e-07,"4.11.2",1000,"original",3,192187,449537
"770",1e-07,"4.11.2",1000,"original",30,142629,315372
"771",1e-07,"4.11.2",1000,"original",31,178661,375257
"772",1e-07,"4.11.2",1000,"original",32,182433,405605
"773",1e-07,"4.11.2",1000,"original",33,226323,382819
"774",1e-07,"4.11.2",1000,"original",34,295087,505889
"775",1e-07,"4.11.2",1000,"original",35,375175,595974
"776",1e-07,"4.11.2",1000,"original",36,175523,405602
"777",1e-07,"4.11.2",1000,"original",37,179625,477813
"778",1e-07,"4.11.2",1000,"original",38,186991,409556
"779",1e-07,"4.11.2",1000,"original",39,215997,411595
"780",1e-07,"4.11.2",1000,"original",4,150001,450383
"781",1e-07,"4.11.2",1000,"original",40,175923,371281
"782",1e-07,"4.11.2",1000,"original",41,173989,457299
"783",1e-07,"4.11.2",1000,"original",42,260209,459761
"784",1e-07,"4.11.2",1000,"original",43,216699,445611
"785",1e-07,"4.11.2",1000,"original",44,265905,473979
"786",1e-07,"4.11.2",1000,"original",45,183845,481201
"787",1e-07,"4.11.2",1000,"original",46,258625,375450
"788",1e-07,"4.11.2",1000,"original",47,168919,355064
"789",1e-07,"4.11.2",1000,"original",48,205965,440042
"790",1e-07,"4.11.2",1000,"original",49,178427,458306
"791",1e-07,"4.11.2",1000,"original",5,221891,383096
"792",1e-07,"4.11.2",1000,"original",50,320343,485898
"793",1e-07,"4.11.2",1000,"original",6,173749,395325
"794",1e-07,"4.11.2",1000,"original",7,186793,425616
"795",1e-07,"4.11.2",1000,"original",8,186627,457879
"796",1e-07,"4.11.2",1000,"original",9,220611,509199
"797",1e-07,"4.11.2",1000,"withspecies",1,152865,411295
"798",1e-07,"4.11.2",1000,"withspecies",10,151231,455615
"799",1e-07,"4.11.2",1000,"withspecies",11,173941,384329
"800",1e-07,"4.11.2",1000,"withspecies",12,176055,410081
"801",1e-07,"4.11.2",1000,"withspecies",13,172105,379406
"802",1e-07,"4.11.2",1000,"withspecies",14,185573,390253
"803",1e-07,"4.11.2",1000,"withspecies",15,151317,487021
"804",1e-07,"4.11.2",1000,"withspecies",16,193527,435527
"805",1e-07,"4.11.2",1000,"withspecies",17,213615,389028
"806",1e-07,"4.11.2",1000,"withspecies",18,252139,507271
"807",1e-07,"4.11.2",1000,"withspecies",19,285659,425452
"808",1e-07,"4.11.2",1000,"withspecies",2,204527,456044
"809",1e-07,"4.11.2",1000,"withspecies",20,348627,480842
"810",1e-07,"4.11.2",1000,"withspecies",21,179357,391986
"811",1e-07,"4.11.2",1000,"withspecies",22,237793,467952
"812",1e-07,"4.11.2",1000,"withspecies",23,282243,520576
"813",1e-07,"4.11.2",1000,"withspecies",24,154259,365096
"814",1e-07,"4.11.2",1000,"withspecies",25,262901,486037
"815",1e-07,"4.11.2",1000,"withspecies",26,270271,511488
"816",1e-07,"4.11.2",1000,"withspecies",27,156535,438416
"817",1e-07,"4.11.2",1000,"withspecies",28,175357,393826
"818",1e-07,"4.11.2",1000,"withspecies",29,239723,457402
"819",1e-07,"4.11.2",1000,"withspecies",3,192187,449570
"820",1e-07,"4.11.2",1000,"withspecies",30,142629,315372
"821",1e-07,"4.11.2",1000,"withspecies",31,178661,375257
"822",1e-07,"4.11.2",1000,"withspecies",32,182433,405605
"823",1e-07,"4.11.2",1000,"withspecies",33,226323,382851
"824",1e-07,"4.11.2",1000,"withspecies",34,295087,505913
"825",1e-07,"4.11.2",1000,"withspecies",35,375175,596082
"826",1e-07,"4.11.2",1000,"withspecies",36,175523,405632
"827",1e-07,"4.11.2",1000,"withspecies",37,179625,477884
"828",1e-07,"4.11.2",1000,"withspecies",38,186991,409556
"829",1e-07,"4.11.2",1000,"withspecies",39,215997,411696
"830",1e-07,"4.11.2",1000,"withspecies",4,150001,450383
"831",1e-07,"4.11.2",1000,"withspecies",40,175923,371281
"832",1e-07,"4.11.2",1000,"withspecies",41,173989,457299
"833",1e-07,"4.11.2",1000,"withspecies",42,260209,459881
"834",1e-07,"4.11.2",1000,"withspecies",43,216699,445611
"835",1e-07,"4.11.2",1000,"withspecies",44,265905,474139
"836",1e-07,"4.11.2",1000,"withspecies",45,183845,481201
"837",1e-07,"4.11.2",1000,"withspecies",46,258625,375494
"838",1e-07,"4.11.2",1000,"withspecies",47,168919,355064
"839",1e-07,"4.11.2",1000,"withspecies",48,205965,440120
"840",1e-07,"4.11.2",1000,"withspecies",49,178427,458339
"841",1e-07,"4.11.2",1000,"withspecies",5,221891,383186
"842",1e-07,"4.11.2",1000,"withspecies",50,320343,485898
"843",1e-07,"4.11.2",1000,"withspecies",6,173749,395415
"844",1e-07,"4.11.2",1000,"withspecies",7,186793,425668
"845",1e-07,"4.11.2",1000,"withspecies",8,186627,457879
"846",1e-07,"4.11.2",1000,"withspecies",9,220611,509199
"847",1e-07,"4.11.2",200,"original",1,51305,125064
"848",1e-07,"4.11.2",200,"original",10,54327,139946
"849",1e-07,"4.11.2",200,"original",11,71479,182130
"850",1e-07,"4.11.2",200,"original",12,70289,180074
"851",1e-07,"4.11.2",200,"original",13,71485,193380
"852",1e-07,"4.11.2",200,"original",14,77411,144831
"853",1e-07,"4.11.2",200,"original",15,55247,138680
"854",1e-07,"4.11.2",200,"original",16,74757,193553
"855",1e-07,"4.11.2",200,"original",17,102385,170964
"856",1e-07,"4.11.2",200,"original",18,105181,167847
"857",1e-07,"4.11.2",200,"original",19,136507,210174
"858",1e-07,"4.11.2",200,"original",2,94895,185316
"859",1e-07,"4.11.2",200,"original",20,200161,294260
"860",1e-07,"4.11.2",200,"original",21,74837,181809
"861",1e-07,"4.11.2",200,"original",22,111291,213330
"862",1e-07,"4.11.2",200,"original",23,131177,267030
"863",1e-07,"4.11.2",200,"original",24,55957,116403
"864",1e-07,"4.11.2",200,"original",25,120813,210731
"865",1e-07,"4.11.2",200,"original",26,132421,300504
"866",1e-07,"4.11.2",200,"original",27,46705,109067
"867",1e-07,"4.11.2",200,"original",28,69511,161828
"868",1e-07,"4.11.2",200,"original",29,111749,197593
"869",1e-07,"4.11.2",200,"original",3,70539,153754
"870",1e-07,"4.11.2",200,"original",30,50793,130489
"871",1e-07,"4.11.2",200,"original",31,66361,148172
"872",1e-07,"4.11.2",200,"original",32,62539,163167
"873",1e-07,"4.11.2",200,"original",33,110817,190609
"874",1e-07,"4.11.2",200,"original",34,147401,221632
"875",1e-07,"4.11.2",200,"original",35,210759,314288
"876",1e-07,"4.11.2",200,"original",36,72685,162521
"877",1e-07,"4.11.2",200,"original",37,69231,152454
"878",1e-07,"4.11.2",200,"original",38,70095,167461
"879",1e-07,"4.11.2",200,"original",39,92245,158283
"880",1e-07,"4.11.2",200,"original",4,53317,135300
"881",1e-07,"4.11.2",200,"original",40,76815,148576
"882",1e-07,"4.11.2",200,"original",41,59517,142201
"883",1e-07,"4.11.2",200,"original",42,118725,204181
"884",1e-07,"4.11.2",200,"original",43,97175,202554
"885",1e-07,"4.11.2",200,"original",44,143099,269658
"886",1e-07,"4.11.2",200,"original",45,77025,190946
"887",1e-07,"4.11.2",200,"original",46,125067,216380
"888",1e-07,"4.11.2",200,"original",47,64295,127832
"889",1e-07,"4.11.2",200,"original",48,83629,205410
"890",1e-07,"4.11.2",200,"original",49,71375,140605
"891",1e-07,"4.11.2",200,"original",5,108967,159718
"892",1e-07,"4.11.2",200,"original",50,172393,232818
"893",1e-07,"4.11.2",200,"original",6,77115,195301
"894",1e-07,"4.11.2",200,"original",7,75815,178634
"895",1e-07,"4.11.2",200,"original",8,71383,151239
"896",1e-07,"4.11.2",200,"original",9,98079,242812
"897",1e-07,"4.11.2",200,"withspecies",1,51305,125064
"898",1e-07,"4.11.2",200,"withspecies",10,54327,139946
"899",1e-07,"4.11.2",200,"withspecies",11,71479,182304
"900",1e-07,"4.11.2",200,"withspecies",12,70289,180089
"901",1e-07,"4.11.2",200,"withspecies",13,71485,193393
"902",1e-07,"4.11.2",200,"withspecies",14,77411,144865
"903",1e-07,"4.11.2",200,"withspecies",15,55247,138712
"904",1e-07,"4.11.2",200,"withspecies",16,74757,193616
"905",1e-07,"4.11.2",200,"withspecies",17,102385,171008
"906",1e-07,"4.11.2",200,"withspecies",18,105181,167945
"907",1e-07,"4.11.2",200,"withspecies",19,136507,210288
"908",1e-07,"4.11.2",200,"withspecies",2,94895,185335
"909",1e-07,"4.11.2",200,"withspecies",20,200161,294367
"910",1e-07,"4.11.2",200,"withspecies",21,74837,181832
"911",1e-07,"4.11.2",200,"withspecies",22,111291,213380
"912",1e-07,"4.11.2",200,"withspecies",23,131177,267108
"913",1e-07,"4.11.2",200,"withspecies",24,55957,116454
"914",1e-07,"4.11.2",200,"withspecies",25,120813,210822
"915",1e-07,"4.11.2",200,"withspecies",26,132421,300541
"916",1e-07,"4.11.2",200,"withspecies",27,46705,109067
"917",1e-07,"4.11.2",200,"withspecies",28,69511,161828
"918",1e-07,"4.11.2",200,"withspecies",29,111749,197593
"919",1e-07,"4.11.2",200,"withspecies",3,70539,153754
"920",1e-07,"4.11.2",200,"withspecies",30,50793,130489
"921",1e-07,"4.11.2",200,"withspecies",31,66361,148205
"922",1e-07,"4.11.2",200,"withspecies",32,62539,163167
"923",1e-07,"4.11.2",200,"withspecies",33,110817,190660
"924",1e-07,"4.11.2",200,"withspecies",34,147401,221632
"925",1e-07,"4.11.2",200,"withspecies",35,210759,314398
"926",1e-07,"4.11.2",200,"withspecies",36,72685,162580
"927",1e-07,"4.11.2",200,"withspecies",37,69231,152628
"928",1e-07,"4.11.2",200,"withspecies",38,70095,167525
"929",1e-07,"4.11.2",200,"withspecies",39,92245,158356
"930",1e-07,"4.11.2",200,"withspecies",4,53317,135300
"931",1e-07,"4.11.2",200,"withspecies",40,76815,148576
"932",1e-07,"4.11.2",200,"withspecies",41,59517,142201
"933",1e-07,"4.11.2",200,"withspecies",42,118725,204338
"934",1e-07,"4.11.2",200,"withspecies",43,97175,202574
"935",1e-07,"4.11.2",200,"withspecies",44,143099,269765
"936",1e-07,"4.11.2",200,"withspecies",45,77025,190986
"937",1e-07,"4.11.2",200,"withspecies",46,125067,216380
"938",1e-07,"4.11.2",200,"withspecies",47,64295,127876
"939",1e-07,"4.11.2",200,"withspecies",48,83629,205425
"940",1e-07,"4.11.2",200,"withspecies",49,71375,140605
"941",1e-07,"4.11.2",200,"withspecies",5,108967,159718
"942",1e-07,"4.11.2",200,"withspecies",50,172393,232853
"943",1e-07,"4.11.2",200,"withspecies",6,77115,195444
"944",1e-07,"4.11.2",200,"withspecies",7,75815,178655
"945",1e-07,"4.11.2",200,"withspecies",8,71383,151304
"946",1e-07,"4.11.2",200,"withspecies",9,98079,242812
"947",1e-07,"4.11.2",50,"original",1,43473,221137
"948",1e-07,"4.11.2",50,"original",10,44111,222663
"949",1e-07,"4.11.2",50,"original",11,88553,408711
"950",1e-07,"4.11.2",50,"original",12,87113,380307
"951",1e-07,"4.11.2",50,"original",13,65653,241741
"952",1e-07,"4.11.2",50,"original",14,105903,380636
"953",1e-07,"4.11.2",50,"original",15,36195,139931
"954",1e-07,"4.11.2",50,"original",16,98569,416678
"955",1e-07,"4.11.2",50,"original",17,173379,757691
"956",1e-07,"4.11.2",50,"original",18,117903,362799
"957",1e-07,"4.11.2",50,"original",19,299069,1282085
"958",1e-07,"4.11.2",50,"original",2,136371,417133
"959",1e-07,"4.11.2",50,"original",20,587281,2332778
"960",1e-07,"4.11.2",50,"original",21,81713,378341
"961",1e-07,"4.11.2",50,"original",22,138957,799930
"962",1e-07,"4.11.2",50,"original",23,196033,692737
"963",1e-07,"4.11.2",50,"original",24,43401,196755
"964",1e-07,"4.11.2",50,"original",25,171419,641677
"965",1e-07,"4.11.2",50,"original",26,221995,967549
"966",1e-07,"4.11.2",50,"original",27,31395,112838
"967",1e-07,"4.11.2",50,"original",28,53477,293496
"968",1e-07,"4.11.2",50,"original",29,173739,580823
"969",1e-07,"4.11.2",50,"original",3,77383,369504
"970",1e-07,"4.11.2",50,"original",30,46819,242195
"971",1e-07,"4.11.2",50,"original",31,66711,249444
"972",1e-07,"4.11.2",50,"original",32,67219,330756
"973",1e-07,"4.11.2",50,"original",33,162181,585628
"974",1e-07,"4.11.2",50,"original",34,252131,974214
