203 ASTRALII non 1000 73 0 0
203 ASTRALII non 500 73 1 .0137
203 ASTRALII non 2000 73 0 0
204 ASTRALII non 1000 95 0 0
204 ASTRALII non 500 95 1 .0105
204 ASTRALII non 2000 95 0 0
205 ASTRALII non 1000 75 1 .0133
205 ASTRALII non 500 75 1 .0133
205 ASTRALII non 2000 75 0 0
206 ASTRALII non 1000 129 13 .1008
206 ASTRALII non 500 129 12 .093
206 ASTRALII non 2000 129 9 .0698
207 ASTRALII non 1000 118 3 .0254
207 ASTRALII non 500 118 5 .0424
207 ASTRALII non 2000 118 4 .0339
208 ASTRALII non 1000 80 3 .0375
208 ASTRALII non 500 80 3 .0375
208 ASTRALII non 2000 80 3 .0375
209 ASTRALII non 1000 123 1 .0081
209 ASTRALII non 500 123 1 .0081
209 ASTRALII non 2000 123 1 .0081
210 ASTRALII non 1000 52 0 0
210 ASTRALII non 500 52 0 0
210 ASTRALII non 2000 52 0 0
211 ASTRALII non 1000 176 10 .0568
211 ASTRALII non 500 176 9 .0511
211 ASTRALII non 2000 176 7 .0398
212 ASTRALII non 1000 169 6 .0355
212 ASTRALII non 500 169 6 .0355
212 ASTRALII non 2000 169 5 .0296
213 ASTRALII non 1000 163 10 .0613
213 ASTRALII non 500 163 10 .0613
213 ASTRALII non 2000 163 8 .0491
214 ASTRALII non 1000 186 2 .0108
214 ASTRALII non 500 186 3 .0161
214 ASTRALII non 2000 186 1 .0054
215 ASTRALII non 1000 114 3 .0263
215 ASTRALII non 500 114 2 .0175
215 ASTRALII non 2000 114 1 .0088
216 ASTRALII non 1000 61 5 .082
216 ASTRALII non 500 61 5 .082
216 ASTRALII non 2000 61 2 .0328
217 ASTRALII non 1000 174 33 .1897
217 ASTRALII non 500 174 33 .1897
217 ASTRALII non 2000 174 31 .1782
218 ASTRALII non 1000 148 6 .0405
218 ASTRALII non 500 148 6 .0405
218 ASTRALII non 2000 148 7 .0473
219 ASTRALII non 1000 126 4 .0317
219 ASTRALII non 500 126 3 .0238
219 ASTRALII non 2000 126 3 .0238
220 ASTRALII non 1000 168 18 .1071
220 ASTRALII non 500 168 18 .1071
220 ASTRALII non 2000 168 19 .1131
221 ASTRALII non 1000 167 5 .0299
221 ASTRALII non 500 167 6 .0359
221 ASTRALII non 2000 167 5 .0299
222 ASTRALII non 1000 129 2 .0155
222 ASTRALII non 500 129 2 .0155
222 ASTRALII non 2000 129 2 .0155
223 ASTRALII non 1000 54 3 .0556
223 ASTRALII non 500 54 9 .1667
223 ASTRALII non 2000 54 3 .0556
224 ASTRALII non 1000 141 9 .0638
224 ASTRALII non 500 141 13 .0922
224 ASTRALII non 2000 141 8 .0567
225 ASTRALII non 1000 79 2 .0253
225 ASTRALII non 500 79 2 .0253
225 ASTRALII non 2000 79 2 .0253
226 ASTRALII non 1000 99 2 .0202
226 ASTRALII non 500 99 2 .0202
226 ASTRALII non 2000 99 1 .0101
227 ASTRALII non 1000 180 10 .0556
227 ASTRALII non 500 180 9 .05
227 ASTRALII non 2000 180 6 .0333
228 ASTRALII non 1000 179 9 .0503
228 ASTRALII non 500 179 17 .095
228 ASTRALII non 2000 179 6 .0335
229 ASTRALII non 1000 182 14 .0769
229 ASTRALII non 500 182 15 .0824
229 ASTRALII non 2000 182 12 .0659
230 ASTRALII non 1000 71 0 0
230 ASTRALII non 500 71 1 .0141
230 ASTRALII non 2000 71 0 0
231 ASTRALII non 1000 81 5 .0617
231 ASTRALII non 500 81 9 .1111
231 ASTRALII non 2000 81 4 .0494
232 ASTRALII non 1000 58 1 .0172
232 ASTRALII non 500 58 1 .0172
232 ASTRALII non 2000 58 1 .0172
233 ASTRALII non 1000 83 7 .0843
233 ASTRALII non 500 83 6 .0723
233 ASTRALII non 2000 83 5 .0602
234 ASTRALII non 1000 133 13 .0977
234 ASTRALII non 500 133 14 .1053
234 ASTRALII non 2000 133 12 .0902
235 ASTRALII non 1000 162 46 .284
235 ASTRALII non 500 162 46 .284
235 ASTRALII non 2000 162 47 .2901
236 ASTRALII non 1000 154 4 .026
236 ASTRALII non 500 154 4 .026
236 ASTRALII non 2000 154 3 .0195
237 ASTRALII non 1000 101 2 .0198
237 ASTRALII non 500 101 1 .0099
237 ASTRALII non 2000 101 1 .0099
238 ASTRALII non 1000 158 6 .038
238 ASTRALII non 500 158 20 .1266
238 ASTRALII non 2000 158 8 .0506
239 ASTRALII non 1000 187 5 .0267
239 ASTRALII non 500 187 9 .0481
239 ASTRALII non 2000 187 5 .0267
240 ASTRALII non 1000 64 0 0
240 ASTRALII non 500 64 0 0
240 ASTRALII non 2000 64 0 0
241 ASTRALII non 1000 172 2 .0116
241 ASTRALII non 500 172 2 .0116
241 ASTRALII non 2000 172 2 .0116
242 ASTRALII non 1000 109 5 .0459
242 ASTRALII non 500 109 5 .0459
242 ASTRALII non 2000 109 3 .0275
243 ASTRALII non 1000 70 0 0
