V4 V2.x V3.x V5.x V6.x V7.x V2.y V3.y V5.y V6.y V7.y 
34 500 ASTRALIII non 54 2 0.037 ASTRALII non 54 2 0.037
35 1000 ASTRALIII non 90 14 0.1556 ASTRALII non 90 14 0.1556
35 200 ASTRALIII non 90 16 0.1778 ASTRALII non 90 16 0.1778
35 2000 ASTRALIII non 90 14 0.1556 ASTRALII non 90 14 0.1556
35 50 ASTRALIII non 90 19 0.2111 ASTRALII non 90 19 0.2111
35 500 ASTRALIII non 90 15 0.1667 ASTRALII non 90 15 0.1667
36 1000 ASTRALIII non 51 1 0.0196 ASTRALII non 51 1 0.0196
36 200 ASTRALIII non 51 2 0.0392 ASTRALII non 51 2 0.0392
36 2000 ASTRALIII non 51 0 0 ASTRALII non 51 0 0
36 50 ASTRALIII non 51 5 0.098 ASTRALII non 51 5 0.098
36 500 ASTRALIII non 51 1 0.0196 ASTRALII non 51 1 0.0196
37 1000 ASTRALIII non 149 4 0.0268 ASTRALII non 149 4 0.0268
37 200 ASTRALIII non 149 8 0.0537 ASTRALII non 149 8 0.0537
37 2000 ASTRALIII non 149 2 0.0134 ASTRALII non 149 2 0.0134
37 50 ASTRALIII non 149 22 0.1477 ASTRALII non 149 22 0.1477
37 500 ASTRALIII non 149 6 0.0403 ASTRALII non 149 6 0.0403
38 1000 ASTRALIII non 140 3 0.0214 ASTRALII non 140 3 0.0214
38 200 ASTRALIII non 140 12 0.0857 ASTRALII non 140 12 0.0857
38 2000 ASTRALIII non 140 6 0.0429 ASTRALII non 140 6 0.0429
38 50 ASTRALIII non 140 28 0.2 ASTRALII non 140 28 0.2
38 500 ASTRALIII non 140 6 0.0429 ASTRALII non 140 6 0.0429
39 1000 ASTRALIII non 117 2 0.0171 ASTRALII non 117 2 0.0171
39 200 ASTRALIII non 117 5 0.0427 ASTRALII non 117 5 0.0427
39 2000 ASTRALIII non 117 2 0.0171 ASTRALII non 117 2 0.0171
39 50 ASTRALIII non 117 11 0.094 ASTRALII non 117 11 0.094
39 500 ASTRALIII non 117 1 0.0085 ASTRALII non 117 1 0.0085
40 1000 ASTRALIII non 77 4 0.0519 ASTRALII non 77 4 0.0519
40 200 ASTRALIII non 77 5 0.0649 ASTRALII non 77 5 0.0649
40 2000 ASTRALIII non 77 4 0.0519 ASTRALII non 77 4 0.0519
40 50 ASTRALIII non 77 8 0.1039 ASTRALII non 77 8 0.1039
40 500 ASTRALIII non 77 3 0.039 ASTRALII non 77 3 0.039
41 1000 ASTRALIII non 109 9 0.0826 ASTRALII non 109 9 0.0826
41 200 ASTRALIII non 109 9 0.0826 ASTRALII non 109 9 0.0826
41 2000 ASTRALIII non 109 9 0.0826 ASTRALII non 109 9 0.0826
41 50 ASTRALIII non 109 13 0.1193 ASTRALII non 109 13 0.1193
41 500 ASTRALIII non 109 9 0.0826 ASTRALII non 109 9 0.0826
42 1000 ASTRALIII non 106 5 0.0472 ASTRALII non 106 5 0.0472
42 200 ASTRALIII non 106 6 0.0566 ASTRALII non 106 6 0.0566
42 2000 ASTRALIII non 106 5 0.0472 ASTRALII non 106 5 0.0472
42 50 ASTRALIII non 106 5 0.0472 ASTRALII non 106 5 0.0472
42 500 ASTRALIII non 106 6 0.0566 ASTRALII non 106 6 0.0566
43 1000 ASTRALIII non 179 6 0.0335 ASTRALII non 179 6 0.0335
43 200 ASTRALIII non 179 11 0.0615 ASTRALII non 179 11 0.0615
43 2000 ASTRALIII non 179 4 0.0223 ASTRALII non 179 4 0.0223
43 50 ASTRALIII non 179 17 0.095 ASTRALII non 179 17 0.095
43 500 ASTRALIII non 179 8 0.0447 ASTRALII non 179 8 0.0447
44 1000 ASTRALIII non 155 6 0.0387 ASTRALII non 155 6 0.0387
44 200 ASTRALIII non 155 9 0.0581 ASTRALII non 155 9 0.0581
44 2000 ASTRALIII non 155 3 0.0194 ASTRALII non 155 3 0.0194
44 50 ASTRALIII non 155 10 0.0645 ASTRALII non 155 10 0.0645
44 500 ASTRALIII non 155 6 0.0387 ASTRALII non 155 6 0.0387
45 1000 ASTRALIII non 52 2 0.0385 ASTRALII non 52 2 0.0385
45 200 ASTRALIII non 52 5 0.0962 ASTRALII non 52 5 0.0962
45 2000 ASTRALIII non 52 1 0.0192 ASTRALII non 52 1 0.0192
45 50 ASTRALIII non 52 12 0.2308 ASTRALII non 52 12 0.2308
45 500 ASTRALIII non 52 3 0.0577 ASTRALII non 52 3 0.0577
46 1000 ASTRALIII non 146 11 0.0753 ASTRALII non 146 11 0.0753
46 200 ASTRALIII non 146 13 0.089 ASTRALII non 146 13 0.089
46 2000 ASTRALIII non 146 8 0.0548 ASTRALII non 146 8 0.0548
46 50 ASTRALIII non 146 32 0.2192 ASTRALII non 146 32 0.2192
46 500 ASTRALIII non 146 13 0.089 ASTRALII non 146 13 0.089
47 1000 ASTRALIII non 82 0 0 ASTRALII non 82 0 0
47 200 ASTRALIII non 82 2 0.0244 ASTRALII non 82 2 0.0244
47 2000 ASTRALIII non 82 0 0 ASTRALII non 82 0 0
47 50 ASTRALIII non 82 4 0.0488 ASTRALII non 82 4 0.0488
47 500 ASTRALIII non 82 1 0.0122 ASTRALII non 82 1 0.0122
48 1000 ASTRALIII non 174 4 0.023 ASTRALII non 174 4 0.023
48 200 ASTRALIII non 174 3 0.0172 ASTRALII non 174 3 0.0172
48 2000 ASTRALIII non 174 3 0.0172 ASTRALII non 174 3 0.0172
48 50 ASTRALIII non 174 9 0.0517 ASTRALII non 174 9 0.0517
48 500 ASTRALIII non 174 2 0.0115 ASTRALII non 174 2 0.0115
49 1000 ASTRALIII non 110 3 0.0273 ASTRALII non 110 3 0.0273
49 200 ASTRALIII non 110 11 0.1 ASTRALII non 110 11 0.1
49 2000 ASTRALIII non 110 4 0.0364 ASTRALII non 110 4 0.0364
49 50 ASTRALIII non 110 27 0.2455 ASTRALII non 110 27 0.2455
49 500 ASTRALIII non 110 5 0.0455 ASTRALII non 110 5 0.0455
50 1000 ASTRALIII non 187 7 0.0374 ASTRALII non 187 7 0.0374
50 200 ASTRALIII non 187 12 0.0642 ASTRALII non 187 12 0.0642
50 2000 ASTRALIII non 187 7 0.0374 ASTRALII non 187 7 0.0374
50 50 ASTRALIII non 187 17 0.0909 ASTRALII non 187 17 0.0909
50 500 ASTRALIII non 187 10 0.0535 ASTRALII non 187 10 0.0535
51 1000 ASTRALIII non 168 13 0.0774 ASTRALII non 168 13 0.0774
51 200 ASTRALIII non 168 43 0.256 ASTRALII non 168 43 0.256
51 2000 ASTRALIII non 168 14 0.0833 ASTRALII non 168 14 0.0833
51 50 ASTRALIII non 168 98 0.5833 ASTRALII non 168 98 0.5833
51 500 ASTRALIII non 168 27 0.1607 ASTRALII non 168 27 0.1607
52 1000 ASTRALIII non 107 3 0.028 ASTRALII non 107 3 0.028
52 200 ASTRALIII non 107 6 0.0561 ASTRALII non 107 6 0.0561
52 2000 ASTRALIII non 107 2 0.0187 ASTRALII non 107 2 0.0187
52 50 ASTRALIII non 107 9 0.0841 ASTRALII non 107 9 0.0841
52 500 ASTRALIII non 107 4 0.0374 ASTRALII non 107 4 0.0374
53 1000 ASTRALIII non 198 0 0 ASTRALII non 198 0 0
53 200 ASTRALIII non 198 1 0.0051 ASTRALII non 198 1 0.0051
53 2000 ASTRALIII non 198 0 0 ASTRALII non 198 0 0
53 50 ASTRALIII non 198 4 0.0202 ASTRALII non 198 4 0.0202
53 500 ASTRALIII non 198 0 0 ASTRALII non 198 0 0
54 1000 ASTRALIII non 118 2 0.0169 ASTRALII non 118 2 0.0169
54 200 ASTRALIII non 118 6 0.0508 ASTRALII non 118 6 0.0508
54 2000 ASTRALIII non 118 3 0.0254 ASTRALII non 118 3 0.0254
54 50 ASTRALIII non 118 12 0.1017 ASTRALII non 118 12 0.1017
54 500 ASTRALIII non 118 4 0.0339 ASTRALII non 118 4 0.0339
55 1000 ASTRALIII non 104 3 0.0288 ASTRALII non 104 3 0.0288
55 200 ASTRALIII non 104 8 0.0769 ASTRALII non 104 8 0.0769
55 2000 ASTRALIII non 104 2 0.0192 ASTRALII non 104 2 0.0192
55 50 ASTRALIII non 104 25 0.2404 ASTRALII non 104 25 0.2404
55 500 ASTRALIII non 104 2 0.0192 ASTRALII non 104 2 0.0192
56 1000 ASTRALIII non 115 2 0.0174 ASTRALII non 115 2 0.0174
56 200 ASTRALIII non 115 3 0.0261 ASTRALII non 115 3 0.0261
56 2000 ASTRALIII non 115 2 0.0174 ASTRALII non 115 2 0.0174
56 50 ASTRALIII non 115 4 0.0348 ASTRALII non 115 4 0.0348
56 500 ASTRALIII non 115 3 0.0261 ASTRALII non 115 3 0.0261
57 1000 ASTRALIII non 87 2 0.023 ASTRALII non 87 2 0.023
57 200 ASTRALIII non 87 1 0.0115 ASTRALII non 87 1 0.0115
57 2000 ASTRALIII non 87 2 0.023 ASTRALII non 87 2 0.023
57 50 ASTRALIII non 87 4 0.046 ASTRALII non 87 4 0.046
57 500 ASTRALIII non 87 2 0.023 ASTRALII non 87 2 0.023
58 1000 ASTRALIII non 130 6 0.0462 ASTRALII non 130 6 0.0462
58 200 ASTRALIII non 130 4 0.0308 ASTRALII non 130 4 0.0308
58 2000 ASTRALIII non 130 6 0.0462 ASTRALII non 130 6 0.0462
58 50 ASTRALIII non 130 8 0.0615 ASTRALII non 130 8 0.0615
58 500 ASTRALIII non 130 6 0.0462 ASTRALII non 130 6 0.0462
59 1000 ASTRALIII non 100 9 0.09 ASTRALII non 100 9 0.09
59 200 ASTRALIII non 100 10 0.1 ASTRALII non 100 10 0.1
59 2000 ASTRALIII non 100 8 0.08 ASTRALII non 100 8 0.08
59 50 ASTRALIII non 100 10 0.1 ASTRALII non 100 10 0.1
59 500 ASTRALIII non 100 9 0.09 ASTRALII non 100 9 0.09
60 1000 ASTRALIII non 89 1 0.0112 ASTRALII non 89 1 0.0112
60 200 ASTRALIII non 89 2 0.0225 ASTRALII non 89 2 0.0225
60 2000 ASTRALIII non 89 1 0.0112 ASTRALII non 89 1 0.0112
60 50 ASTRALIII non 89 6 0.0674 ASTRALII non 89 6 0.0674
60 500 ASTRALIII non 89 1 0.0112 ASTRALII non 89 1 0.0112
61 1000 ASTRALIII non 102 3 0.0294 ASTRALII non 102 3 0.0294
61 200 ASTRALIII non 102 10 0.098 ASTRALII non 102 10 0.098
61 2000 ASTRALIII non 102 4 0.0392 ASTRALII non 102 4 0.0392
61 50 ASTRALIII non 102 14 0.1373 ASTRALII non 102 14 0.1373
61 500 ASTRALIII non 102 4 0.0392 ASTRALII non 102 4 0.0392
62 1000 ASTRALIII non 157 4 0.0255 ASTRALII non 157 4 0.0255
62 200 ASTRALIII non 157 9 0.0573 ASTRALII non 157 9 0.0573
62 2000 ASTRALIII non 157 4 0.0255 ASTRALII non 157 4 0.0255
62 50 ASTRALIII non 157 8 0.051 ASTRALII non 157 8 0.051
62 500 ASTRALIII non 157 6 0.0382 ASTRALII non 157 6 0.0382
63 1000 ASTRALIII non 168 2 0.0119 ASTRALII non 168 2 0.0119
63 200 ASTRALIII non 168 9 0.0536 ASTRALII non 168 9 0.0536
63 2000 ASTRALIII non 168 2 0.0119 ASTRALII non 168 2 0.0119
63 50 ASTRALIII non 168 20 0.119 ASTRALII non 168 20 0.119
63 500 ASTRALIII non 168 7 0.0417 ASTRALII non 168 7 0.0417
64 1000 ASTRALIII non 149 3 0.0201 ASTRALII non 149 3 0.0201
64 200 ASTRALIII non 149 10 0.0671 ASTRALII non 149 10 0.0671
64 2000 ASTRALIII non 149 3 0.0201 ASTRALII non 149 3 0.0201
64 50 ASTRALIII non 149 22 0.1477 ASTRALII non 149 22 0.1477
64 500 ASTRALIII non 149 5 0.0336 ASTRALII non 149 5 0.0336
65 1000 ASTRALIII non 154 5 0.0325 ASTRALII non 154 5 0.0325
65 200 ASTRALIII non 154 11 0.0714 ASTRALII non 154 11 0.0714
65 2000 ASTRALIII non 154 6 0.039 ASTRALII non 154 6 0.039
65 50 ASTRALIII non 154 15 0.0974 ASTRALII non 154 15 0.0974
65 500 ASTRALIII non 154 7 0.0455 ASTRALII non 154 7 0.0455
66 1000 ASTRALIII non 183 4 0.0219 ASTRALII non 183 4 0.0219
66 200 ASTRALIII non 183 9 0.0492 ASTRALII non 183 9 0.0492
66 2000 ASTRALIII non 183 4 0.0219 ASTRALII non 183 4 0.0219
66 50 ASTRALIII non 183 13 0.071 ASTRALII non 183 13 0.071
66 500 ASTRALIII non 183 6 0.0328 ASTRALII non 183 6 0.0328
67 1000 ASTRALIII non 53 3 0.0566 ASTRALII non 53 3 0.0566
67 200 ASTRALIII non 53 5 0.0943 ASTRALII non 53 5 0.0943
67 2000 ASTRALIII non 53 3 0.0566 ASTRALII non 53 3 0.0566
67 50 ASTRALIII non 53 9 0.1698 ASTRALII non 53 9 0.1698
67 500 ASTRALIII non 53 4 0.0755 ASTRALII non 53 4 0.0755
68 1000 ASTRALIII non 93 6 0.0645 ASTRALII non 93 6 0.0645
68 200 ASTRALIII non 93 13 0.1398 ASTRALII non 93 13 0.1398
68 2000 ASTRALIII non 93 3 0.0323 ASTRALII non 93 3 0.0323
68 50 ASTRALIII non 93 19 0.2043 ASTRALII non 93 19 0.2043
68 500 ASTRALIII non 93 5 0.0538 ASTRALII non 93 5 0.0538
69 1000 ASTRALIII non 56 3 0.0536 ASTRALII non 56 3 0.0536
69 200 ASTRALIII non 56 3 0.0536 ASTRALII non 56 3 0.0536
69 2000 ASTRALIII non 56 3 0.0536 ASTRALII non 56 3 0.0536
69 50 ASTRALIII non 56 4 0.0714 ASTRALII non 56 4 0.0714
69 500 ASTRALIII non 56 2 0.0357 ASTRALII non 56 2 0.0357
70 1000 ASTRALIII non 158 5 0.0316 ASTRALII non 158 5 0.0316
70 200 ASTRALIII non 158 9 0.057 ASTRALII non 158 9 0.057
70 2000 ASTRALIII non 158 5 0.0316 ASTRALII non 158 5 0.0316
70 50 ASTRALIII non 158 18 0.1139 ASTRALII non 158 18 0.1139
70 500 ASTRALIII non 158 8 0.0506 ASTRALII non 158 8 0.0506
71 1000 ASTRALIII non 144 26 0.1806 ASTRALII non 144 26 0.1806
71 200 ASTRALIII non 144 51 0.3542 ASTRALII non 144 51 0.3542
71 2000 ASTRALIII non 144 18 0.125 ASTRALII non 144 19 0.1319
71 50 ASTRALIII non 144 85 0.5903 ASTRALII non 144 85 0.5903
71 500 ASTRALIII non 144 33 0.2292 ASTRALII non 144 33 0.2292
72 1000 ASTRALIII non 79 2 0.0253 ASTRALII non 79 2 0.0253
72 200 ASTRALIII non 79 2 0.0253 ASTRALII non 79 2 0.0253
72 2000 ASTRALIII non 79 0 0 ASTRALII non 79 0 0
72 50 ASTRALIII non 79 5 0.0633 ASTRALII non 79 5 0.0633
72 500 ASTRALIII non 79 4 0.0506 ASTRALII non 79 4 0.0506
73 1000 ASTRALIII non 166 8 0.0482 ASTRALII non 166 8 0.0482
73 200 ASTRALIII non 166 12 0.0723 ASTRALII non 166 12 0.0723
73 2000 ASTRALIII non 166 8 0.0482 ASTRALII non 166 8 0.0482
73 50 ASTRALIII non 166 20 0.1205 ASTRALII non 166 20 0.1205
73 500 ASTRALIII non 166 10 0.0602 ASTRALII non 166 10 0.0602
74 1000 ASTRALIII non 86 2 0.0233 ASTRALII non 86 2 0.0233
74 200 ASTRALIII non 86 8 0.093 ASTRALII non 86 8 0.093
74 2000 ASTRALIII non 86 3 0.0349 ASTRALII non 86 3 0.0349
74 50 ASTRALIII non 86 17 0.1977 ASTRALII non 86 17 0.1977
74 500 ASTRALIII non 86 2 0.0233 ASTRALII non 86 2 0.0233
75 1000 ASTRALIII non 109 5 0.0459 ASTRALII non 109 5 0.0459
75 200 ASTRALIII non 109 6 0.055 ASTRALII non 109 6 0.055
75 2000 ASTRALIII non 109 5 0.0459 ASTRALII non 109 5 0.0459
75 50 ASTRALIII non 109 19 0.1743 ASTRALII non 109 19 0.1743
75 500 ASTRALIII non 109 3 0.0275 ASTRALII non 109 3 0.0275
76 1000 ASTRALIII non 94 12 0.1277 ASTRALII non 94 12 0.1277
76 200 ASTRALIII non 94 13 0.1383 ASTRALII non 94 13 0.1383
76 2000 ASTRALIII non 94 12 0.1277 ASTRALII non 94 12 0.1277
76 50 ASTRALIII non 94 14 0.1489 ASTRALII non 94 14 0.1489
76 500 ASTRALIII non 94 11 0.117 ASTRALII non 94 11 0.117
77 1000 ASTRALIII non 134 2 0.0149 ASTRALII non 134 2 0.0149
77 200 ASTRALIII non 134 5 0.0373 ASTRALII non 134 5 0.0373
77 2000 ASTRALIII non 134 3 0.0224 ASTRALII non 134 3 0.0224
77 50 ASTRALIII non 134 9 0.0672 ASTRALII non 134 9 0.0672
77 500 ASTRALIII non 134 3 0.0224 ASTRALII non 134 3 0.0224
78 1000 ASTRALIII non 146 12 0.0822 ASTRALII non 146 12 0.0822
78 200 ASTRALIII non 146 15 0.1027 ASTRALII non 146 15 0.1027
78 2000 ASTRALIII non 146 11 0.0753 ASTRALII non 146 11 0.0753
78 50 ASTRALIII non 146 18 0.1233 ASTRALII non 146 18 0.1233
78 500 ASTRALIII non 146 14 0.0959 ASTRALII non 146 14 0.0959
79 1000 ASTRALIII non 192 55 0.2865 ASTRALII non 192 55 0.2865
79 200 ASTRALIII non 192 57 0.2969 ASTRALII non 192 57 0.2969
79 2000 ASTRALIII non 192 53 0.276 ASTRALII non 192 53 0.276
79 50 ASTRALIII non 192 64 0.3333 ASTRALII non 192 64 0.3333
79 500 ASTRALIII non 192 55 0.2865 ASTRALII non 192 55 0.2865
80 1000 ASTRALIII non 118 11 0.0932 ASTRALII non 118 11 0.0932
80 200 ASTRALIII non 118 36 0.3051 ASTRALII non 118 36 0.3051
80 2000 ASTRALIII non 118 8 0.0678 ASTRALII non 118 8 0.0678
80 50 ASTRALIII non 118 67 0.5678 ASTRALII non 118 67 0.5678
80 500 ASTRALIII non 118 17 0.1441 ASTRALII non 118 17 0.1441
81 1000 ASTRALIII non 188 4 0.0213 ASTRALII non 188 4 0.0213
81 200 ASTRALIII non 188 5 0.0266 ASTRALII non 188 5 0.0266
81 2000 ASTRALIII non 188 2 0.0106 ASTRALII non 188 2 0.0106
81 50 ASTRALIII non 188 7 0.0372 ASTRALII non 188 7 0.0372
81 500 ASTRALIII non 188 4 0.0213 ASTRALII non 188 4 0.0213
82 1000 ASTRALIII non 175 4 0.0229 ASTRALII non 175 4 0.0229
82 200 ASTRALIII non 175 8 0.0457 ASTRALII non 175 8 0.0457
82 2000 ASTRALIII non 175 3 0.0171 ASTRALII non 175 3 0.0171
82 50 ASTRALIII non 175 10 0.0571 ASTRALII non 175 10 0.0571
82 500 ASTRALIII non 175 6 0.0343 ASTRALII non 175 6 0.0343
83 1000 ASTRALIII non 104 1 0.0096 ASTRALII non 104 1 0.0096
83 200 ASTRALIII non 104 1 0.0096 ASTRALII non 104 1 0.0096
83 2000 ASTRALIII non 104 1 0.0096 ASTRALII non 104 1 0.0096
83 50 ASTRALIII non 104 2 0.0192 ASTRALII non 104 2 0.0192
83 500 ASTRALIII non 104 1 0.0096 ASTRALII non 104 1 0.0096
84 1000 ASTRALIII non 101 4 0.0396 ASTRALII non 101 4 0.0396
84 200 ASTRALIII non 101 5 0.0495 ASTRALII non 101 5 0.0495
84 2000 ASTRALIII non 101 3 0.0297 ASTRALII non 101 3 0.0297
84 50 ASTRALIII non 101 11 0.1089 ASTRALII non 101 11 0.1089
84 500 ASTRALIII non 101 4 0.0396 ASTRALII non 101 4 0.0396
85 1000 ASTRALIII non 181 13 0.0718 ASTRALII non 181 13 0.0718
85 200 ASTRALIII non 181 16 0.0884 ASTRALII non 181 16 0.0884
85 2000 ASTRALIII non 181 12 0.0663 ASTRALII non 181 12 0.0663
85 50 ASTRALIII non 181 33 0.1823 ASTRALII non 181 33 0.1823
85 500 ASTRALIII non 181 13 0.0718 ASTRALII non 181 13 0.0718
86 1000 ASTRALIII non 82 2 0.0244 ASTRALII non 82 2 0.0244
86 200 ASTRALIII non 82 5 0.061 ASTRALII non 82 5 0.061
86 2000 ASTRALIII non 82 2 0.0244 ASTRALII non 82 2 0.0244
86 50 ASTRALIII non 82 12 0.1463 ASTRALII non 82 12 0.1463
86 500 ASTRALIII non 82 4 0.0488 ASTRALII non 82 4 0.0488
87 1000 ASTRALIII non 114 6 0.0526 ASTRALII non 114 6 0.0526
87 200 ASTRALIII non 114 10 0.0877 ASTRALII non 114 10 0.0877
87 2000 ASTRALIII non 114 1 0.0088 ASTRALII non 114 1 0.0088
87 50 ASTRALIII non 114 22 0.193 ASTRALII non 114 22 0.193
87 500 ASTRALIII non 114 8 0.0702 ASTRALII non 114 8 0.0702
88 1000 ASTRALIII non 70 0 0 ASTRALII non 70 0 0
88 200 ASTRALIII non 70 2 0.0286 ASTRALII non 70 2 0.0286
88 2000 ASTRALIII non 70 0 0 ASTRALII non 70 0 0
88 50 ASTRALIII non 70 3 0.0429 ASTRALII non 70 3 0.0429
88 500 ASTRALIII non 70 1 0.0143 ASTRALII non 70 1 0.0143
89 1000 ASTRALIII non 126 4 0.0317 ASTRALII non 126 4 0.0317
89 200 ASTRALIII non 126 10 0.0794 ASTRALII non 126 10 0.0794
89 2000 ASTRALIII non 126 3 0.0238 ASTRALII non 126 3 0.0238
89 50 ASTRALIII non 126 23 0.1825 ASTRALII non 126 23 0.1825
89 500 ASTRALIII non 126 6 0.0476 ASTRALII non 126 6 0.0476
90 1000 ASTRALIII non 113 21 0.1858 ASTRALII non 113 21 0.1858
90 200 ASTRALIII non 113 48 0.4248 ASTRALII non 113 47 0.4159
90 2000 ASTRALIII non 113 16 0.1416 ASTRALII non 113 16 0.1416
90 50 ASTRALIII non 113 79 0.6991 ASTRALII non 113 79 0.6991
90 500 ASTRALIII non 113 23 0.2035 ASTRALII non 113 23 0.2035
91 1000 ASTRALIII non 129 7 0.0543 ASTRALII non 129 7 0.0543
91 200 ASTRALIII non 129 7 0.0543 ASTRALII non 129 7 0.0543
91 2000 ASTRALIII non 129 3 0.0233 ASTRALII non 129 3 0.0233
91 50 ASTRALIII non 129 16 0.124 ASTRALII non 129 16 0.124
91 500 ASTRALIII non 129 7 0.0543 ASTRALII non 129 7 0.0543
92 1000 ASTRALIII non 135 6 0.0444 ASTRALII non 135 6 0.0444
92 200 ASTRALIII non 135 10 0.0741 ASTRALII non 135 10 0.0741
92 2000 ASTRALIII non 135 6 0.0444 ASTRALII non 135 6 0.0444
92 50 ASTRALIII non 135 14 0.1037 ASTRALII non 135 14 0.1037
92 500 ASTRALIII non 135 6 0.0444 ASTRALII non 135 6 0.0444
93 1000 ASTRALIII non 63 1 0.0159 ASTRALII non 63 1 0.0159
93 200 ASTRALIII non 63 3 0.0476 ASTRALII non 63 3 0.0476
93 2000 ASTRALIII non 63 1 0.0159 ASTRALII non 63 1 0.0159
93 50 ASTRALIII non 63 9 0.1429 ASTRALII non 63 9 0.1429
93 500 ASTRALIII non 63 1 0.0159 ASTRALII non 63 1 0.0159
94 1000 ASTRALIII non 115 2 0.0174 ASTRALII non 115 2 0.0174
94 200 ASTRALIII non 115 2 0.0174 ASTRALII non 115 2 0.0174
94 2000 ASTRALIII non 115 1 0.0087 ASTRALII non 115 1 0.0087
94 50 ASTRALIII non 115 4 0.0348 ASTRALII non 115 4 0.0348
94 500 ASTRALIII non 115 2 0.0174 ASTRALII non 115 2 0.0174
95 1000 ASTRALIII non 78 2 0.0256 ASTRALII non 78 2 0.0256
95 200 ASTRALIII non 78 3 0.0385 ASTRALII non 78 3 0.0385
95 2000 ASTRALIII non 78 1 0.0128 ASTRALII non 78 1 0.0128
95 50 ASTRALIII non 78 6 0.0769 ASTRALII non 78 6 0.0769
95 500 ASTRALIII non 78 3 0.0385 ASTRALII non 78 3 0.0385
96 1000 ASTRALIII non 72 3 0.0417 ASTRALII non 72 3 0.0417
96 200 ASTRALIII non 72 8 0.1111 ASTRALII non 72 8 0.1111
96 2000 ASTRALIII non 72 2 0.0278 ASTRALII non 72 2 0.0278
96 50 ASTRALIII non 72 10 0.1389 ASTRALII non 72 10 0.1389
96 500 ASTRALIII non 72 3 0.0417 ASTRALII non 72 3 0.0417
97 1000 ASTRALIII non 142 9 0.0634 ASTRALII non 142 9 0.0634
97 200 ASTRALIII non 142 10 0.0704 ASTRALII non 142 10 0.0704
97 2000 ASTRALIII non 142 5 0.0352 ASTRALII non 142 5 0.0352
97 50 ASTRALIII non 142 19 0.1338 ASTRALII non 142 19 0.1338
97 500 ASTRALIII non 142 8 0.0563 ASTRALII non 142 8 0.0563
98 1000 ASTRALIII non 102 4 0.0392 ASTRALII non 102 4 0.0392
98 200 ASTRALIII non 102 5 0.049 ASTRALII non 102 5 0.049
98 2000 ASTRALIII non 102 5 0.049 ASTRALII non 102 5 0.049
98 50 ASTRALIII non 102 11 0.1078 ASTRALII non 102 11 0.1078
98 500 ASTRALIII non 102 4 0.0392 ASTRALII non 102 4 0.0392
99 1000 ASTRALIII non 106 4 0.0377 ASTRALII non 106 4 0.0377
99 200 ASTRALIII non 106 4 0.0377 ASTRALII non 106 4 0.0377
99 2000 ASTRALIII non 106 2 0.0189 ASTRALII non 106 2 0.0189
99 50 ASTRALIII non 106 11 0.1038 ASTRALII non 106 11 0.1038
99 500 ASTRALIII non 106 3 0.0283 ASTRALII non 106 3 0.0283
100 1000 ASTRALIII non 149 4 0.0268 ASTRALII non 149 4 0.0268
100 200 ASTRALIII non 149 9 0.0604 ASTRALII non 149 9 0.0604
100 2000 ASTRALIII non 149 5 0.0336 ASTRALII non 149 5 0.0336
100 50 ASTRALIII non 149 21 0.1409 ASTRALII non 149 21 0.1409
100 500 ASTRALIII non 149 3 0.0201 ASTRALII non 149 3 0.0201
101 1000 ASTRALIII non 113 3 0.0265 ASTRALII non 113 3 0.0265
101 200 ASTRALIII non 113 3 0.0265 ASTRALII non 113 3 0.0265
101 2000 ASTRALIII non 113 3 0.0265 ASTRALII non 113 3 0.0265
101 50 ASTRALIII non 113 11 0.0973 ASTRALII non 113 11 0.0973
101 500 ASTRALIII non 113 3 0.0265 ASTRALII non 113 3 0.0265
102 1000 ASTRALIII non 103 2 0.0194 ASTRALII non 103 2 0.0194
102 200 ASTRALIII non 103 5 0.0485 ASTRALII non 103 5 0.0485
102 2000 ASTRALIII non 103 3 0.0291 ASTRALII non 103 3 0.0291
102 50 ASTRALIII non 103 10 0.0971 ASTRALII non 103 10 0.0971
102 500 ASTRALIII non 103 2 0.0194 ASTRALII non 103 2 0.0194
103 1000 ASTRALIII non 181 1 0.0055 ASTRALII non 181 1 0.0055
103 200 ASTRALIII non 181 2 0.011 ASTRALII non 181 2 0.011
103 2000 ASTRALIII non 181 2 0.011 ASTRALII non 181 2 0.011
103 50 ASTRALIII non 181 1 0.0055 ASTRALII non 181 1 0.0055
103 500 ASTRALIII non 181 2 0.011 ASTRALII non 181 2 0.011
104 1000 ASTRALIII non 110 11 0.1 ASTRALII non 110 11 0.1
104 200 ASTRALIII non 110 29 0.2636 ASTRALII non 110 29 0.2636
104 2000 ASTRALIII non 110 8 0.0727 ASTRALII non 110 8 0.0727
104 50 ASTRALIII non 110 43 0.3909 ASTRALII non 110 43 0.3909
104 500 ASTRALIII non 110 18 0.1636 ASTRALII non 110 18 0.1636
105 1000 ASTRALIII non 195 4 0.0205 ASTRALII non 195 4 0.0205
105 200 ASTRALIII non 195 15 0.0769 ASTRALII non 195 15 0.0769
105 2000 ASTRALIII non 195 1 0.0051 ASTRALII non 195 1 0.0051
105 50 ASTRALIII non 195 29 0.1487 ASTRALII non 195 29 0.1487
105 500 ASTRALIII non 195 7 0.0359 ASTRALII non 195 7 0.0359
106 1000 ASTRALIII non 123 5 0.0407 ASTRALII non 123 5 0.0407
