V4 V2.x V3.x V5.x V6.x V7.x V2.y V3.y V5.y V6.y V7.y 
177 50 ASTRALIII non 53 20 0.3774 ASTRALII non 53 20 0.3774
177 500 ASTRALIII non 53 12 0.2264 ASTRALII non 53 12 0.2264
178 1000 ASTRALIII non 87 5 0.0575 ASTRALII non 87 5 0.0575
178 200 ASTRALIII non 87 7 0.0805 ASTRALII non 87 7 0.0805
178 2000 ASTRALIII non 87 3 0.0345 ASTRALII non 87 3 0.0345
178 50 ASTRALIII non 87 6 0.069 ASTRALII non 87 6 0.069
178 500 ASTRALIII non 87 1 0.0115 ASTRALII non 87 1 0.0115
179 1000 ASTRALIII non 51 1 0.0196 ASTRALII non 51 1 0.0196
179 200 ASTRALIII non 51 2 0.0392 ASTRALII non 51 2 0.0392
179 2000 ASTRALIII non 51 0 0 ASTRALII non 51 0 0
179 50 ASTRALIII non 51 2 0.0392 ASTRALII non 51 2 0.0392
179 500 ASTRALIII non 51 1 0.0196 ASTRALII non 51 1 0.0196
180 1000 ASTRALIII non 64 1 0.0156 ASTRALII non 64 1 0.0156
180 200 ASTRALIII non 64 4 0.0625 ASTRALII non 64 4 0.0625
180 2000 ASTRALIII non 64 1 0.0156 ASTRALII non 64 1 0.0156
180 50 ASTRALIII non 64 13 0.2031 ASTRALII non 64 13 0.2031
180 500 ASTRALIII non 64 2 0.0312 ASTRALII non 64 2 0.0312
181 1000 ASTRALIII non 50 5 0.1 ASTRALII non 50 5 0.1
181 200 ASTRALIII non 50 2 0.04 ASTRALII non 50 2 0.04
181 2000 ASTRALIII non 50 4 0.08 ASTRALII non 50 4 0.08
181 50 ASTRALIII non 50 4 0.08 ASTRALII non 50 4 0.08
181 500 ASTRALIII non 50 5 0.1 ASTRALII non 50 5 0.1
182 1000 ASTRALIII non 88 3 0.0341 ASTRALII non 88 3 0.0341
182 200 ASTRALIII non 88 5 0.0568 ASTRALII non 88 5 0.0568
182 2000 ASTRALIII non 88 2 0.0227 ASTRALII non 88 2 0.0227
182 50 ASTRALIII non 88 6 0.0682 ASTRALII non 88 5 0.0568
182 500 ASTRALIII non 88 3 0.0341 ASTRALII non 88 3 0.0341
183 1000 ASTRALIII non 119 2 0.0168 ASTRALII non 119 2 0.0168
183 200 ASTRALIII non 119 4 0.0336 ASTRALII non 119 4 0.0336
183 2000 ASTRALIII non 119 2 0.0168 ASTRALII non 119 2 0.0168
183 50 ASTRALIII non 119 6 0.0504 ASTRALII non 119 6 0.0504
183 500 ASTRALIII non 119 3 0.0252 ASTRALII non 119 3 0.0252
184 1000 ASTRALIII non 121 48 0.3967 ASTRALII non 121 48 0.3967
184 200 ASTRALIII non 121 50 0.4132 ASTRALII non 121 50 0.4132
184 2000 ASTRALIII non 121 49 0.405 ASTRALII non 121 49 0.405
184 50 ASTRALIII non 121 49 0.405 ASTRALII non 121 49 0.405
184 500 ASTRALIII non 121 49 0.405 ASTRALII non 121 49 0.405
185 1000 ASTRALIII non 55 1 0.0182 ASTRALII non 55 1 0.0182
185 200 ASTRALIII non 55 8 0.1455 ASTRALII non 55 8 0.1455
185 2000 ASTRALIII non 55 1 0.0182 ASTRALII non 55 1 0.0182
185 50 ASTRALIII non 55 14 0.2545 ASTRALII non 55 14 0.2545
185 500 ASTRALIII non 55 0 0 ASTRALII non 55 0 0
186 1000 ASTRALIII non 150 11 0.0733 ASTRALII non 150 11 0.0733
186 200 ASTRALIII non 150 12 0.08 ASTRALII non 150 12 0.08
186 2000 ASTRALIII non 150 11 0.0733 ASTRALII non 150 11 0.0733
186 50 ASTRALIII non 150 18 0.12 ASTRALII non 150 18 0.12
186 500 ASTRALIII non 150 9 0.06 ASTRALII non 150 9 0.06
187 1000 ASTRALIII non 98 12 0.1224 ASTRALII non 98 12 0.1224
187 200 ASTRALIII non 98 14 0.1429 ASTRALII non 98 14 0.1429
187 2000 ASTRALIII non 98 12 0.1224 ASTRALII non 98 12 0.1224
187 50 ASTRALIII non 98 21 0.2143 ASTRALII non 98 21 0.2143
187 500 ASTRALIII non 98 12 0.1224 ASTRALII non 98 12 0.1224
188 1000 ASTRALIII non 109 2 0.0183 ASTRALII non 109 2 0.0183
188 200 ASTRALIII non 109 4 0.0367 ASTRALII non 109 4 0.0367
188 2000 ASTRALIII non 109 1 0.0092 ASTRALII non 109 1 0.0092
188 50 ASTRALIII non 109 4 0.0367 ASTRALII non 109 4 0.0367
188 500 ASTRALIII non 109 3 0.0275 ASTRALII non 109 3 0.0275
